Pitcher,G,W,L,SV,CG,SHO,BF,IP,H,HR,SO,BB,IBB,HB,WP,R,ER,ERA,FIP,kwERA,WHIP,ERA+,FIP-,kwERA-,Diff,HR%,K%,BB%,K-BB%,Team,League
Nishiguchi Naoto,14,3,2,0,0,0,162,38.2,29,2,26,23,0,3,2,16,16,3.72,4.90,4.61,1.34,99,114,119,-1.18,1.2%,16.0%,14.2%,1.8%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Norimoto Takahiro,1,0,0,0,0,0,19,5.0,5,1,4,2,0,0,0,2,2,3.60,5.76,3.75,1.40,103,134,97,-2.16,5.3%,21.1%,10.5%,10.6%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Satoh Tomoki,3,0,1,0,0,0,12,2.1,2,0,2,2,0,0,0,3,0,0.00,4.41,4.80,1.71,999,102,124,-4.41,0.0%,16.7%,16.7%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Satoh Yoshinori,15,1,0,0,0,0,94,21.1,20,2,16,12,0,1,2,10,10,4.22,5.10,4.37,1.50,88,118,113,-0.88,2.1%,17.0%,12.8%,4.2%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Seimiya Kotaro,4,0,0,0,0,0,37,8.2,5,0,12,6,0,1,1,1,0,0.00,3.21,3.18,1.27,999,74,82,-3.21,0.0%,32.4%,16.2%,16.2%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Shiomi Takahiro,1,1,0,0,0,0,21,6.0,2,0,3,1,0,0,0,0,0,0.00,3.06,3.85,0.50,999,71,99,-3.06,0.0%,14.3%,4.8%,9.5%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Sugahara Shu,13,1,0,1,0,0,56,11.1,13,1,11,11,0,1,1,8,8,6.35,5.94,4.80,2.12,58,138,124,0.41,1.8%,19.6%,19.6%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Sung Chia-Hao,6,0,0,0,0,0,22,6.0,3,0,2,1,0,0,0,0,0,0.00,3.39,4.35,0.67,999,79,112,-3.39,0.0%,9.1%,4.5%,4.6%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Suzuki Sora,21,0,0,3,0,0,93,22.2,19,1,28,9,0,0,3,5,5,1.99,2.85,2.76,1.24,186,66,71,-0.86,1.1%,30.1%,9.7%,20.4%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Takanashi Yuhei,2,1,0,0,0,0,6,1.0,0,0,2,3,0,0,0,1,1,9.00,8.56,6.47,3.00,41,198,167,0.44,0.0%,33.3%,50.0%,-16.7%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Takata Hosei,10,4,1,0,0,0,233,49.1,59,6,43,34,0,0,4,31,31,5.66,5.46,4.41,1.89,65,127,114,0.20,2.6%,18.5%,14.6%,3.9%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Takinaka Ryota,9,2,1,0,0,0,182,47.0,26,1,40,18,0,3,0,10,9,1.72,3.47,3.59,0.94,215,80,93,-1.75,0.5%,22.0%,9.9%,12.1%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Teraoka Kanji,13,2,1,3,0,0,48,12.0,8,0,8,5,1,2,0,1,1,0.75,3.97,4.18,1.08,493,92,108,-3.22,0.0%,16.7%,10.4%,6.3%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Tsurusaki Taisei,6,2,1,1,0,0,24,6.0,6,0,5,1,0,0,0,2,0,0.00,2.39,3.13,1.17,999,55,81,-2.39,0.0%,20.8%,4.2%,16.6%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Wang Yan-Cheng,10,2,4,0,0,0,172,38.0,40,7,22,16,0,2,2,28,22,5.21,6.21,4.45,1.47,71,144,115,-1.00,4.1%,12.8%,9.3%,3.5%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Watanabe Yuki,22,2,2,0,0,0,270,57.1,66,5,44,42,0,2,6,31,29,4.55,5.46,4.73,1.88,81,127,122,-0.91,1.9%,16.3%,15.6%,0.7%,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
Aiuchi Makoto,13,0,0,2,0,0,53,12.2,15,1,6,3,0,0,1,4,3,2.13,4.34,4.23,1.42,172,102,109,-2.21,1.9%,11.3%,5.7%,5.6%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Awatsu Kaito,13,1,1,0,0,0,77,15.1,17,2,10,9,1,4,0,13,12,7.04,6.49,4.67,1.70,52,152,121,0.55,2.6%,13.0%,11.7%,1.3%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Enokida Daiki,9,5,1,0,1,0,190,49.0,34,5,39,16,0,0,0,10,10,1.84,4.27,3.59,1.02,199,100,93,-2.43,2.6%,20.5%,8.4%,12.1%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Fujita Kouki,8,0,1,0,0,0,36,6.2,7,0,7,11,0,0,1,10,10,13.50,6.41,5.91,2.70,27,150,153,7.09,0.0%,19.4%,30.6%,-11.2%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Hamaya Syota,5,1,2,0,0,0,129,30.1,26,2,35,10,0,4,2,15,15,4.45,3.49,2.86,1.19,82,82,74,0.96,1.6%,27.1%,7.8%,19.3%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Hirai Katsunori,3,0,0,0,0,0,17,4.0,3,0,7,1,0,1,1,2,2,4.50,1.56,1.27,1.00,81,37,33,2.94,0.0%,41.2%,5.9%,35.3%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Honda Keisuke,10,1,3,0,0,0,205,42.2,61,7,28,19,0,1,3,33,25,5.27,5.78,4.36,1.88,69,135,113,-0.51,3.4%,13.7%,9.3%,4.4%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Idei Toshihiro,2,0,1,0,0,0,23,6.0,4,0,2,1,0,0,1,2,2,3.00,3.39,4.37,0.83,122,79,113,-0.39,0.0%,8.7%,4.3%,4.4%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Imai Tatsuya,4,1,2,0,0,0,95,21.0,21,6,23,10,0,2,0,12,9,3.86,6.79,3.43,1.48,95,159,89,-2.93,6.3%,24.2%,10.5%,13.7%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Inoue Hiroki,2,0,1,0,0,0,14,3.0,2,1,0,2,0,1,1,3,3,9.00,10.89,6.23,1.33,41,255,161,-1.89,7.1%,0.0%,14.3%,-14.3%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Itoh Sho,8,2,2,1,0,0,175,41.1,38,1,24,20,0,0,1,16,14,3.05,4.16,4.57,1.40,120,97,118,-1.11,0.6%,13.7%,11.4%,2.3%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Kokuba Tsubasa,10,0,1,1,0,0,62,13.0,16,4,10,8,0,0,1,13,12,8.31,7.86,4.48,1.85,44,184,116,0.45,6.5%,16.1%,12.9%,3.2%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Matsuoka Kouki,19,1,3,0,0,0,118,22.0,34,3,16,19,0,3,1,23,19,7.77,6.87,5.05,2.41,47,161,130,0.90,2.5%,13.6%,16.1%,-2.5%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Nakatsuka Shunta,16,0,2,0,0,0,95,19.0,18,1,21,19,0,2,4,11,11,5.21,5.34,4.59,1.95,70,125,119,-0.13,1.1%,22.1%,20.0%,2.1%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Noda Shogo,30,1,1,1,0,0,125,27.0,32,3,26,12,0,1,2,15,15,5.00,4.52,3.68,1.63,73,106,95,0.48,2.4%,20.8%,9.6%,11.2%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Nolin Sean,3,1,0,0,0,0,48,14.0,9,0,10,1,0,0,0,0,0,0.00,2.34,2.92,0.71,999,55,75,-2.34,0.0%,20.8%,2.1%,18.7%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Ogawa Ryuya,9,0,0,2,0,0,34,9.0,6,0,8,2,0,1,0,1,1,1.00,2.78,3.04,0.89,366,65,79,-1.78,0.0%,23.5%,5.9%,17.6%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Ohkubo Jiyu,6,0,1,0,0,0,40,8.0,8,0,5,10,0,0,2,10,8,9.00,6.06,6.05,2.25,41,142,156,2.94,0.0%,12.5%,25.0%,-12.5%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Saito Hiromasa,21,3,1,1,0,0,176,43.1,31,2,27,23,0,0,0,17,12,2.49,4.50,4.57,1.25,147,105,118,-2.01,1.1%,15.3%,13.1%,2.2%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Sano Yasuo,5,1,1,0,0,0,45,10.0,10,2,12,5,0,1,0,11,11,9.90,5.56,3.24,1.50,37,130,84,4.34,4.4%,26.7%,11.1%,15.6%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Takahashi Tomomi,1,0,0,0,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0.00,3.56,4.80,0.00,999,83,124,-3.56,0.0%,0.0%,0.0%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Takekuma Shota,21,2,1,3,0,0,111,24.1,27,1,22,13,0,2,3,11,11,4.07,4.13,3.99,1.64,90,97,103,-0.06,0.9%,19.8%,11.7%,8.1%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Tamura Ichiro,1,0,0,0,0,0,7,2.0,1,0,1,0,0,0,0,0,0,0.00,2.56,3.37,0.50,999,60,87,-2.56,0.0%,14.3%,0.0%,14.3%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Tawata Shinsaburo,5,1,2,0,0,0,107,24.2,36,5,13,4,0,1,0,13,10,3.65,5.74,3.96,1.62,100,134,102,-2.09,4.7%,12.1%,3.7%,8.4%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Togame Ken,8,3,3,0,1,0,212,50.0,53,2,32,12,0,3,0,22,18,3.24,3.70,3.86,1.30,113,87,100,-0.46,0.9%,15.1%,5.7%,9.4%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Tohno Aoi,11,0,1,0,0,0,97,21.2,14,1,14,19,0,5,3,10,9,3.74,6.19,5.32,1.52,98,145,137,-2.45,1.0%,14.4%,19.6%,-5.2%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Uema Towa,9,0,2,0,0,0,165,35.1,40,4,21,24,1,2,1,23,20,5.09,6.05,4.98,1.81,72,142,129,-0.96,2.4%,12.7%,14.5%,-1.8%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Utsumi Tetsuya,7,3,2,0,0,0,145,33.2,37,7,19,9,0,1,2,21,20,5.35,6.02,4.11,1.37,68,141,106,-0.67,4.8%,13.1%,6.2%,6.9%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Watanabe Yutaro,4,0,1,0,0,0,100,22.1,30,1,13,7,0,1,2,13,13,5.24,4.05,4.20,1.66,70,95,109,1.19,1.0%,13.0%,7.0%,6.0%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Yoza Kaito,9,1,5,0,0,0,212,50.0,47,7,31,14,0,5,0,33,27,4.86,5.28,4.00,1.22,75,124,103,-0.42,3.3%,14.6%,6.6%,8.0%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,EL
Akiyoshi Ryo,5,0,0,0,0,0,19,5.0,3,0,6,1,0,0,0,0,0,0.00,1.76,2.17,0.80,999,43,56,-1.76,0.0%,31.6%,5.3%,26.3%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Fukuda Suguru,8,0,0,0,0,0,36,9.2,4,0,12,4,0,0,0,0,0,0.00,2.31,2.58,0.83,999,56,67,-2.31,0.0%,33.3%,11.1%,22.2%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Hasegawa Ryota,30,3,2,1,0,0,144,34.1,35,6,27,11,0,0,3,15,14,3.67,5.22,3.69,1.34,96,127,95,-1.55,4.2%,18.8%,7.6%,11.2%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Hori Mizuki,2,0,0,0,0,0,11,2.0,2,0,2,2,0,0,0,2,1,4.50,4.56,4.80,2.00,78,111,124,-0.06,0.0%,18.2%,18.2%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Iguchi Kazutomo,9,1,0,2,0,0,35,9.1,8,0,8,1,0,0,0,1,1,0.96,2.16,2.80,0.96,366,53,72,-1.20,0.0%,22.9%,2.9%,20.0%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Ishikawa Naoya,1,0,0,0,0,0,4,0.2,1,0,0,1,0,0,0,2,1,13.50,8.06,7.30,3.00,26,197,189,5.44,0.0%,0.0%,25.0%,-25.0%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Kakigi Ren,6,0,0,0,0,0,22,7.0,2,0,3,1,0,0,0,0,0,0.00,3.13,3.89,0.43,999,76,101,-3.13,0.0%,13.6%,4.5%,9.1%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Katoh Takayuki,2,1,0,0,0,0,31,8.0,7,2,11,1,0,0,0,3,3,3.38,4.43,1.57,1.00,104,108,41,-1.05,6.5%,35.5%,3.2%,32.3%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Kawano Ryusei,5,1,1,0,0,0,108,24.2,22,1,20,12,0,1,1,15,13,4.74,4.04,4.06,1.38,74,99,105,0.70,0.9%,18.5%,11.1%,7.4%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Kitaura Ryuji,11,4,2,0,1,1,253,62.0,51,3,37,19,0,1,1,16,12,1.74,3.96,4.09,1.13,202,97,106,-2.22,1.2%,14.6%,7.5%,7.1%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Kumon Katsuhiko,3,0,0,0,0,0,12,2.2,3,0,5,0,0,0,1,0,0,0.00,-0.20,0.63,1.13,999,-5,16,0.20,0.0%,41.7%,0.0%,41.7%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Martinez Nick,1,1,0,0,0,0,23,7.0,2,0,9,0,0,0,0,0,0,0.00,0.98,0.89,0.29,999,24,23,-0.98,0.0%,39.1%,0.0%,39.1%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Miyadai Kohei,14,0,4,0,0,0,184,39.2,44,7,34,30,0,3,6,34,34,7.71,6.63,4.58,1.87,46,162,118,1.08,3.8%,18.5%,16.3%,2.2%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Mochizuki Daiki,11,1,4,0,0,0,200,46.0,48,8,40,18,0,0,2,23,16,3.13,5.25,3.70,1.43,112,128,96,-2.12,4.0%,20.0%,9.0%,11.0%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Murata Toru,7,0,0,1,0,0,27,7.1,5,0,3,1,0,0,0,0,0,0.00,3.15,4.06,0.82,999,77,105,-3.15,0.0%,11.1%,3.7%,7.4%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Nabatame Tsubasa,26,0,2,1,0,0,188,42.0,42,2,29,24,0,3,7,21,18,3.86,4.72,4.53,1.57,91,115,117,-0.86,1.1%,15.4%,12.8%,2.6%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Nishimura Takahiro,16,2,0,0,0,0,77,18.1,17,3,27,6,0,0,3,8,8,3.93,3.72,2.07,1.25,89,91,53,0.21,3.9%,35.1%,7.8%,27.3%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Rodriguez Bryan,3,0,0,0,0,0,15,2.2,4,0,1,3,0,0,0,1,1,3.38,6.18,6.13,2.63,104,151,158,-2.80,0.0%,6.7%,20.0%,-13.3%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Saitoh Yuki,19,1,3,0,0,0,103,19.1,29,4,11,17,1,2,0,20,20,9.31,8.06,5.38,2.38,38,197,139,1.25,3.9%,10.7%,16.5%,-5.8%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Sugiura Toshihiro,1,0,0,0,0,0,3,1.0,0,0,1,0,0,0,0,0,0,0.00,1.56,1.47,0.00,999,38,38,-1.56,0.0%,33.3%,0.0%,33.3%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Suzuki Kenya,27,2,1,1,0,0,127,27.2,30,1,30,8,0,6,0,14,12,3.90,3.37,3.07,1.37,90,82,79,0.53,0.8%,23.6%,6.3%,17.3%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Suzuki Ryotaro,27,0,4,1,0,0,171,38.1,43,5,45,18,1,1,5,20,16,3.76,4.39,3.22,1.59,93,107,83,-0.63,2.9%,26.3%,10.5%,15.8%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Takayama Yuki,21,0,1,0,0,0,99,18.0,33,7,12,15,0,0,1,26,26,13.00,9.78,5.10,2.67,27,239,132,3.22,7.1%,12.1%,15.2%,-3.1%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Tateno Kazuaki,12,2,3,1,1,0,229,52.0,54,7,48,20,0,3,2,31,22,3.81,4.79,3.58,1.42,92,117,93,-0.98,3.1%,21.0%,8.7%,12.3%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Uehara Kenta,12,1,5,0,0,0,181,41.0,52,4,27,11,0,0,2,26,25,5.49,4.31,3.92,1.54,64,105,101,1.18,2.2%,14.9%,6.1%,8.8%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Urano Hiroshi,20,0,0,0,0,0,96,21.2,24,5,21,7,0,0,0,11,10,4.15,5.59,3.34,1.43,85,136,86,-1.44,5.2%,21.9%,7.3%,14.6%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Uwasawa Naoyuki,1,1,0,0,0,0,17,5.0,1,1,3,1,0,0,0,1,1,1.80,5.56,3.62,0.40,195,136,94,-3.76,5.9%,17.6%,5.9%,11.7%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Yoshida Kosei,12,3,3,0,0,0,230,59.2,45,4,60,11,0,1,1,18,17,2.56,3.02,2.67,0.94,137,74,69,-0.46,1.7%,26.1%,4.8%,21.3%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Yoshida Yuki,23,1,6,3,0,0,157,33.1,49,3,27,10,0,1,3,28,18,4.86,4.10,3.72,1.77,72,100,96,0.76,1.9%,17.2%,6.4%,10.8%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
Yoshikawa Mitsuo,19,3,0,0,0,0,114,25.2,23,2,25,15,0,0,3,8,6,2.10,4.37,3.92,1.48,167,107,101,-2.27,1.8%,21.9%,13.2%,8.7%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,EL
