Rank,Player,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,SH,SF,SO,BB,IBB,HP,GDP,AVG,OBP,SLG,OPS,OPS+,ISO,BABIP,TTO%,K%,BB%,BB/K,wSB,Age,Pos,B,,Team,League
,Hirasawa Taiga,96,290,213,44,46,10,2,2,66,19,5,3,10,4,45,59,0,4,9,0.216,0.389,0.310,0.699,105,0.094,0.259,36.6%,15.5%,20.3%,1.31,-0.0,27,4,L,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,Ikeda Raito,81,338,304,39,83,9,1,9,121,34,4,2,4,2,56,24,0,4,2,0.273,0.332,0.398,0.730,112,0.125,0.307,26.3%,16.6%,7.1%,0.43,0.1,25,4,R,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,Inoue Seiya,79,218,188,10,41,5,0,4,58,22,2,0,0,3,30,26,0,1,9,0.218,0.312,0.309,0.621,82,0.091,0.236,27.5%,13.8%,11.9%,0.87,0.4,35,3,R,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,Ishikawa Shingo,72,275,256,30,85,21,0,6,124,42,1,0,0,2,48,14,0,3,11,0.332,0.371,0.484,0.855,147,0.152,0.387,24.7%,17.5%,5.1%,0.29,0.2,32,7,R,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,Kakinuma Tomoya,39,72,59,3,15,2,0,1,20,6,0,2,5,2,6,5,0,1,1,0.254,0.313,0.339,0.652,90,0.085,0.259,16.7%,8.3%,6.9%,0.83,-0.6,32,2,R,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,Kakunaka Katsuya,2,6,6,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.666,94,0.000,0.333,0.0%,0.0%,0.0%,,0.0,38,9,L,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,Kaneda Yuta,47,137,123,15,33,2,0,0,35,11,0,0,5,0,15,9,0,0,3,0.268,0.318,0.285,0.603,77,0.017,0.306,17.5%,10.9%,6.6%,0.60,0.0,20,4,L,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,Katsumata Rui,44,112,101,8,21,3,0,1,27,9,1,0,5,0,28,5,0,1,2,0.208,0.252,0.267,0.519,52,0.059,0.278,30.4%,25.0%,4.5%,0.18,0.2,20,5,R,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,Kohno Hikaru,9,21,21,2,4,0,0,1,7,4,0,0,0,0,11,0,0,0,0,0.190,0.190,0.333,0.523,52,0.143,0.333,57.1%,52.4%,0.0%,0.00,0.0,21,7,R,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,Kurokawa Kaisei,10,23,22,2,3,2,0,0,5,0,0,0,1,0,6,0,0,0,0,0.136,0.136,0.227,0.363,7,0.091,0.188,26.1%,26.1%,0.0%,0.00,0.0,21,4,R,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,Martin Andy,33,89,79,10,22,7,0,1,32,8,3,0,0,2,17,7,0,1,0,0.278,0.337,0.405,0.742,116,0.127,0.333,28.1%,19.1%,7.9%,0.41,0.5,24,7,R,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,Matsuishi Shinya,106,372,328,28,68,9,1,0,79,18,4,5,18,3,65,20,0,3,5,0.207,0.257,0.241,0.498,47,0.034,0.256,22.8%,17.5%,5.4%,0.31,-0.9,19,6,R,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,Matsukawa Kou,44,101,92,7,21,1,0,0,22,5,0,0,2,1,14,6,0,0,2,0.228,0.273,0.239,0.512,51,0.011,0.266,19.8%,13.9%,5.9%,0.43,0.0,21,2,R,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,Murayama Ryosuke,11,18,15,3,2,0,1,1,7,2,0,0,0,0,6,3,0,0,1,0.133,0.278,0.467,0.745,115,0.334,0.125,55.6%,33.3%,16.7%,0.50,0.0,21,DH,R,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,Ogino Takashi,3,6,6,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.167,0.167,0.167,0.334,-0,0.000,0.200,16.7%,16.7%,0.0%,0.00,0.0,39,7,R,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,Ohshita Seiichiro,8,29,24,1,6,0,0,0,6,1,0,0,0,0,4,3,0,2,0,0.250,0.379,0.250,0.629,85,0.000,0.300,24.1%,13.8%,10.3%,0.75,0.0,27,3,R,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,Oka Hiromi,4,16,11,1,1,0,0,0,1,0,0,0,0,0,2,5,0,0,2,0.091,0.375,0.091,0.466,40,0.000,0.111,43.8%,12.5%,31.2%,2.50,0.0,33,DH,R,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,Sugano Tsuyoshi,65,191,154,22,34,4,0,2,44,9,1,0,4,2,17,30,1,1,5,0.221,0.348,0.286,0.634,86,0.065,0.234,25.7%,8.9%,15.7%,1.76,0.2,32,3,L,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,Takabe Akito,36,161,145,22,34,6,0,1,43,8,13,5,5,1,21,9,0,1,2,0.234,0.282,0.297,0.579,70,0.063,0.266,19.3%,13.0%,5.6%,0.43,0.6,27,8,L,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,Takeda Aito,54,225,207,22,52,9,4,3,78,29,6,1,1,2,31,12,0,3,7,0.251,0.299,0.377,0.676,97,0.126,0.280,20.4%,13.8%,5.3%,0.39,0.7,28,8,R,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,Tamura Tatsuhiro,3,9,8,3,2,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0.250,0.333,0.250,0.583,72,0.000,0.286,22.2%,11.1%,11.1%,1.00,0.0,31,2,R,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,Terachi Ryusei,104,392,341,33,99,15,1,2,122,39,2,1,3,4,53,41,0,3,13,0.290,0.368,0.358,0.726,112,0.068,0.334,24.5%,13.5%,10.5%,0.77,0.1,19,2,L,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,Tomiyama Konoshin,16,19,15,0,3,0,0,0,3,1,0,0,0,1,6,2,0,1,0,0.200,0.316,0.200,0.516,53,0.000,0.300,42.1%,31.6%,10.5%,0.33,0.0,19,2,R,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,Tomosugi Atsuki,1,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.250,0.250,0.250,0.500,47,0.000,0.250,0.0%,0.0%,0.0%,,0.0,24,6,R,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,Ueda Kyuto,70,289,268,25,78,11,2,2,99,34,0,3,1,4,46,14,0,2,15,0.291,0.326,0.369,0.695,102,0.078,0.339,21.5%,15.9%,4.8%,0.30,-0.9,23,5,L,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,Ueda Shota,39,78,62,6,10,0,0,0,10,3,0,0,4,1,15,11,0,0,4,0.161,0.284,0.161,0.445,33,0.000,0.208,33.3%,19.2%,14.1%,0.73,0.0,27,2,R,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,Wada Koshiro,7,26,23,4,8,1,0,0,9,0,6,3,0,0,3,3,0,0,0,0.348,0.423,0.391,0.814,137,0.043,0.400,23.1%,11.5%,11.5%,1.00,0.0,26,8,L,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,Yamaguchi Koki,61,246,218,28,60,10,0,7,91,32,0,1,0,4,38,22,0,2,8,0.275,0.341,0.417,0.758,120,0.142,0.299,27.2%,15.4%,8.9%,0.58,-0.3,24,9,R,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,Yamamoto Daito,110,449,401,57,112,27,1,19,198,66,2,4,4,7,84,32,0,5,5,0.279,0.335,0.494,0.829,139,0.215,0.305,30.1%,18.7%,7.1%,0.38,-0.9,22,9,R,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,Yasuda Hisanori,42,180,154,16,42,13,0,3,64,19,0,1,0,1,29,23,0,2,4,0.273,0.372,0.416,0.788,129,0.143,0.317,30.6%,16.1%,12.8%,0.79,-0.3,26,5,L,⚓,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
,Downs Jeter,18,68,58,11,15,5,1,1,25,7,0,0,0,0,9,10,0,0,1,0.259,0.368,0.431,0.799,138,0.172,0.292,29.4%,13.2%,14.7%,1.11,0.0,26,6,R,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,Fujita Yutaro,2,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.666,99,0.000,0.333,0.0%,0.0%,0.0%,,0.0,20,2,R,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,Hirose Ryuta,94,366,314,36,80,20,0,3,109,34,3,4,5,1,37,43,0,3,5,0.255,0.349,0.347,0.696,108,0.092,0.280,22.7%,10.1%,11.7%,1.16,-0.7,24,4,R,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,Ikhine Itua,82,239,198,28,35,7,4,2,56,19,13,5,6,2,74,30,0,3,0,0.177,0.292,0.283,0.575,72,0.106,0.266,44.4%,31.0%,12.6%,0.41,0.6,20,6,L,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,Inoue Tomoya,94,343,312,41,90,23,1,4,127,41,6,7,1,1,60,22,0,7,11,0.288,0.348,0.407,0.755,125,0.119,0.345,25.1%,17.5%,6.4%,0.37,-1.2,22,5,R,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,Ishizuka Soichiro,44,142,111,22,33,10,0,6,61,30,0,0,2,1,17,18,0,10,2,0.297,0.436,0.550,0.986,193,0.253,0.303,28.9%,12.0%,12.7%,1.06,0.0,24,7,R,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,Itoh Daisuke,9,20,16,4,4,1,0,1,8,2,0,1,1,0,3,3,0,0,1,0.250,0.368,0.500,0.868,158,0.250,0.250,35.0%,15.0%,15.0%,1.00,-0.3,23,4,R,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,Katsuren Haruki,45,101,87,14,21,0,1,0,23,9,3,1,4,3,24,5,0,2,1,0.241,0.289,0.264,0.553,65,0.023,0.318,28.7%,23.8%,5.0%,0.21,0.2,24,6,L,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,Kawamura Yuto,13,55,47,7,11,4,0,0,15,6,0,1,2,1,7,5,0,0,0,0.234,0.302,0.319,0.621,85,0.085,0.268,21.8%,12.7%,9.1%,0.71,-0.3,25,8,L,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,Kuwahara Shuji,28,74,67,4,11,1,0,1,15,3,0,1,1,0,14,5,0,1,2,0.164,0.233,0.224,0.457,37,0.060,0.192,27.0%,18.9%,6.8%,0.36,-0.3,23,8,R,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,Makihara Kota,27,58,50,5,12,2,1,0,16,2,0,1,0,0,14,6,0,2,1,0.240,0.345,0.320,0.665,99,0.080,0.333,34.5%,24.1%,10.3%,0.43,-0.3,22,2,L,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,Makihara Taisei,6,17,17,2,7,1,0,0,8,0,1,0,0,0,1,0,0,0,0,0.412,0.412,0.471,0.883,163,0.059,0.438,5.9%,5.9%,0.0%,0.00,0.2,32,4,L,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,Masaki Tomoya,49,202,161,25,51,17,0,6,86,32,1,2,0,4,26,33,0,4,5,0.317,0.436,0.534,0.970,188,0.217,0.338,32.2%,12.9%,16.3%,1.27,-0.4,25,9,R,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,Mimori Masaki,47,142,126,18,36,4,4,1,51,16,5,1,0,1,18,14,0,1,1,0.286,0.359,0.405,0.764,127,0.119,0.324,23.2%,12.7%,9.9%,0.78,0.6,26,3,L,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,Minei Hiroki,69,147,131,22,39,6,1,2,53,17,1,0,2,1,16,10,0,3,2,0.298,0.359,0.405,0.764,127,0.107,0.325,19.0%,10.9%,6.8%,0.62,0.2,34,2,R,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,Morishima Ryota,3,7,7,1,1,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0.143,0.143,0.143,0.286,-14,0.000,0.333,57.1%,57.1%,0.0%,0.00,0.0,21,2,R,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,Nakamura Akira,2,6,5,0,1,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0.200,0.333,0.200,0.533,60,0.000,0.333,50.0%,33.3%,16.7%,0.50,0.0,35,3,L,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,Nakata Keisuke,24,88,77,12,31,6,0,1,40,11,0,0,0,1,13,9,0,1,1,0.403,0.466,0.519,0.985,193,0.116,0.469,26.1%,14.8%,10.2%,0.69,0.0,25,UTL,S,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,Nishio Ayuma,23,43,39,7,12,2,1,0,16,4,0,1,1,0,5,3,0,0,0,0.308,0.357,0.410,0.767,128,0.102,0.353,18.6%,11.6%,7.0%,0.60,-0.3,25,UTL,L,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,Nomura Daiju,56,215,176,24,49,11,3,2,72,21,1,0,4,0,26,35,0,0,4,0.278,0.398,0.409,0.807,141,0.131,0.318,29.3%,12.1%,16.3%,1.35,0.2,24,UTL,R,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,Nomura Isami,27,98,84,14,19,3,3,2,34,9,3,1,2,0,13,12,0,0,2,0.226,0.323,0.405,0.728,116,0.179,0.246,27.6%,13.3%,12.2%,0.92,0.2,28,UTL,R,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,Ohizumi Shuya,11,26,21,3,7,2,0,0,9,2,1,0,0,0,3,5,0,0,1,0.333,0.462,0.429,0.891,166,0.096,0.389,30.8%,11.5%,19.2%,1.67,0.2,25,7,L,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,Sasagawa Yoshiyasu,113,464,412,53,106,21,5,7,158,54,8,6,1,4,93,45,1,2,8,0.257,0.330,0.383,0.713,112,0.126,0.313,31.2%,20.0%,9.7%,0.48,-0.5,23,8,L,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,Satoh Kota,37,134,122,21,40,4,0,0,44,11,2,1,4,2,24,6,0,0,1,0.328,0.354,0.361,0.715,113,0.033,0.400,22.4%,17.9%,4.5%,0.25,0.1,21,7,R,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,Satoh Naoki,44,160,137,17,47,11,4,2,72,21,11,3,1,1,33,18,0,3,2,0.343,0.428,0.526,0.954,183,0.183,0.437,33.1%,20.6%,11.2%,0.55,0.9,26,8,R,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,Shigematsu Kaito,13,26,24,4,4,2,0,0,6,3,0,0,0,1,12,1,0,0,0,0.167,0.192,0.250,0.442,31,0.083,0.308,50.0%,46.2%,3.8%,0.08,0.0,25,7,R,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,Sunagawa Richard,87,291,248,44,60,15,1,18,131,54,3,0,0,2,88,29,1,12,5,0.242,0.347,0.528,0.875,159,0.286,0.292,46.4%,30.2%,10.0%,0.33,0.6,26,5,R,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,Tanigawara Kenta,74,231,209,30,54,8,4,0,70,17,6,1,3,1,28,17,0,1,3,0.258,0.316,0.335,0.651,94,0.077,0.297,19.5%,12.1%,7.4%,0.61,0.8,28,2,L,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,Walker Adam,73,199,184,25,37,9,1,7,69,25,1,0,0,3,45,11,0,1,1,0.201,0.246,0.375,0.621,84,0.174,0.222,31.7%,22.6%,5.5%,0.24,0.2,33,DH,R,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,Watanabe Riku,57,156,139,14,28,3,1,2,39,16,1,0,2,4,19,9,0,2,3,0.201,0.253,0.281,0.534,59,0.080,0.213,19.2%,12.2%,5.8%,0.47,0.2,24,2,L,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,Yamamoto Keita,14,43,37,7,6,0,0,1,9,4,0,0,0,1,10,3,0,2,0,0.162,0.256,0.243,0.499,49,0.081,0.185,32.6%,23.3%,7.0%,0.30,0.0,25,9,L,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,Yamashita Kyogo,10,20,15,4,5,2,0,0,7,1,1,0,0,0,4,5,0,0,0,0.333,0.500,0.467,0.967,189,0.134,0.455,45.0%,20.0%,25.0%,1.25,0.2,20,6,R,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,Yanagimachi Tatsuru,40,156,132,23,44,6,0,1,53,17,1,0,1,1,20,20,0,2,5,0.333,0.426,0.402,0.828,147,0.069,0.384,26.3%,12.8%,12.8%,1.00,0.2,28,9,L,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,Yanagita Yuki,6,14,14,2,3,0,0,1,6,1,0,0,0,0,1,0,0,0,1,0.214,0.214,0.429,0.643,90,0.215,0.167,14.3%,7.1%,0.0%,0.00,0.0,36,DH,L,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,Yoshida Kengo,79,252,231,32,70,10,1,3,91,33,0,3,0,1,24,16,0,4,6,0.303,0.357,0.394,0.751,124,0.091,0.327,17.1%,9.5%,6.3%,0.67,-0.9,24,3,R,🪶,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
,Aono Takumi,39,64,58,4,8,0,0,0,8,1,0,0,0,1,20,5,0,0,3,0.138,0.203,0.138,0.341,3,0.000,0.205,39.1%,31.2%,7.8%,0.25,0.0,19,DH,R,🦅 ,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
,Egawa Yuto,45,91,84,6,17,3,0,0,20,6,1,1,1,0,19,5,0,1,4,0.202,0.256,0.238,0.494,48,0.036,0.262,26.4%,20.9%,5.5%,0.26,-0.1,24,3,R,🦅 ,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
,Franco Maikel,35,106,96,6,22,6,0,2,34,14,0,0,0,1,12,7,0,2,5,0.229,0.292,0.354,0.646,94,0.125,0.241,19.8%,11.3%,6.6%,0.58,0.0,32,DH,R,🦅 ,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
,Horiuchi Kengo,68,215,173,17,35,9,2,1,51,15,2,2,4,0,43,34,0,4,4,0.202,0.346,0.295,0.641,93,0.093,0.264,36.3%,20.0%,15.8%,0.79,-0.3,28,2,L,🦅 ,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
,Irie Daiki,98,403,359,39,93,11,2,4,120,36,2,1,6,2,71,25,1,11,11,0.259,0.325,0.334,0.659,98,0.075,0.311,24.8%,17.6%,6.2%,0.35,0.1,23,6,R,🦅 ,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
,Ishihara Tsuyoshi,14,46,38,3,7,1,0,0,8,1,0,0,1,1,7,6,0,0,0,0.184,0.289,0.211,0.500,51,0.027,0.219,28.3%,15.2%,13.0%,0.86,0.0,26,DH,R,🦅 ,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
,Itoh Yukiya,42,178,162,23,55,15,1,4,84,24,2,1,2,1,24,12,1,1,10,0.340,0.386,0.519,0.905,171,0.179,0.378,22.5%,13.5%,6.7%,0.50,0.1,28,UTL,R,🦅 ,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
,Kurokawa Fumiya,80,348,286,34,73,13,1,1,91,35,0,2,1,3,38,53,0,5,6,0.255,0.378,0.318,0.696,110,0.063,0.288,26.4%,10.9%,15.2%,1.39,-0.5,24,UTL,L,🦅 ,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
,Maeda Ginji,85,180,162,17,28,5,2,4,49,14,2,1,0,0,68,16,0,2,2,0.173,0.256,0.302,0.558,67,0.129,0.267,48.9%,37.8%,8.9%,0.24,0.0,21,9,R,🦅 ,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
,Mizukami Kei,73,150,123,11,26,2,3,0,34,12,0,0,5,4,33,18,0,0,0,0.211,0.303,0.276,0.579,74,0.065,0.277,34.0%,22.0%,12.0%,0.55,0.0,23,2,R,🦅 ,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
,Mogi Eigoro,22,67,59,7,16,3,0,0,19,5,0,0,0,0,9,8,0,0,1,0.271,0.358,0.322,0.680,105,0.051,0.320,25.4%,13.4%,11.9%,0.89,0.0,31,3,L,🦅 ,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
,Mutoh Atsuki,89,306,263,36,74,10,6,2,102,26,13,2,8,3,53,30,0,2,1,0.281,0.356,0.388,0.744,123,0.107,0.341,27.8%,17.3%,9.8%,0.57,1.6,24,8,L,🦅 ,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
,Nagata Sotaro,102,304,260,18,45,5,1,2,58,18,1,0,9,1,55,33,0,1,3,0.173,0.268,0.223,0.491,48,0.050,0.211,29.6%,18.1%,10.9%,0.60,0.2,24,4,L,🦅 ,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
,Nakashima Daisuke,75,318,292,40,81,16,3,3,112,19,13,5,3,1,43,14,0,8,6,0.277,0.327,0.384,0.711,113,0.107,0.316,18.9%,13.5%,4.4%,0.33,0.6,24,8,L,🦅 ,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
,Ogoh Yuya,1,5,4,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0.000,0.200,0.000,0.200,-39,0.000,0.000,80.0%,60.0%,20.0%,0.33,0.0,28,8,L,🦅 ,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
,Okajima Takero,33,119,99,10,34,2,3,1,45,16,0,0,0,3,18,17,0,0,3,0.343,0.429,0.455,0.884,166,0.112,0.398,30.3%,15.1%,14.3%,0.94,0.0,35,DH,L,🦅 ,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
,Okawara Sho,51,107,105,7,17,3,0,1,23,6,0,2,0,0,38,2,0,0,2,0.162,0.178,0.219,0.397,19,0.057,0.242,38.3%,35.5%,1.9%,0.05,-0.6,21,7,R,🦅 ,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
,Sawano Kiyoharu,85,189,168,17,34,5,2,0,43,12,1,1,5,1,57,14,0,1,1,0.202,0.266,0.256,0.522,57,0.054,0.304,37.6%,30.2%,7.4%,0.25,-0.1,23,UTL,L,🦅 ,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
,Shimauchi Hiroaki,50,153,133,12,31,6,0,2,43,21,0,0,1,1,15,17,0,1,5,0.233,0.322,0.323,0.645,94,0.090,0.248,22.2%,9.8%,11.1%,1.13,0.0,35,DH,L,🦅 ,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
,Taira Ryuya,64,252,217,24,37,7,1,0,46,8,6,4,3,1,34,25,0,6,8,0.171,0.273,0.212,0.485,46,0.041,0.201,23.4%,13.5%,9.9%,0.74,-0.2,26,5,R,🦅 ,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
,Tanaka Takaya,7,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-101,0.000,,100.0%,100.0%,0.0%,0.00,0.0,32,2,L,🦅 ,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
,Tatsumi Konosuke,42,123,109,6,16,0,1,0,18,7,6,4,4,1,23,7,0,2,4,0.147,0.210,0.165,0.375,13,0.018,0.184,24.4%,18.7%,5.7%,0.30,-0.3,24,4,R,🦅 ,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
,Watanabe Yoshiaki,47,190,168,12,56,4,0,1,63,12,0,1,2,2,16,18,1,0,4,0.333,0.394,0.375,0.769,131,0.042,0.359,18.4%,8.4%,9.5%,1.12,-0.3,28,3,L,🦅 ,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
,Waters RikaiJyumile,3,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-101,0.000,0.000,33.3%,33.3%,0.0%,0.00,0.0,19,6,R,🦅 ,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
,Yamada Haruka,30,121,104,17,30,3,2,0,37,7,3,0,2,2,10,12,0,1,2,0.288,0.361,0.356,0.717,116,0.068,0.312,18.2%,8.3%,9.9%,1.20,0.5,28,UTL,R,🦅 ,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
,Yamasaki Tsuyoshi,11,43,37,2,6,0,0,0,6,1,0,1,1,0,4,4,0,1,1,0.162,0.262,0.162,0.424,28,0.000,0.182,18.6%,9.3%,9.3%,1.00,-0.3,29,6,L,🦅 ,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
,Yanagisawa Ozora,71,103,99,11,16,2,0,1,21,6,5,0,2,0,47,1,0,1,1,0.162,0.178,0.212,0.390,16,0.050,0.294,47.6%,45.6%,1.0%,0.02,0.9,22,9,R,🦅 ,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
,Yasuda Yuma,90,355,303,34,85,21,1,6,126,42,0,0,0,1,60,50,1,1,10,0.281,0.383,0.416,0.799,140,0.135,0.332,32.7%,16.9%,14.1%,0.83,0.1,25,2,L,🦅 ,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,EL
