Player,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,SH,SF,SO,BB,IBB,HP,GDP,AVG,OBP,SLG,OPS,OPS+,ISO,BABIP,K%,BB%,BB/K,wSB,AIR%,Chase%,Z-Con%,Swing%,SwStr%,TTO%,Age,Pos,B,Team,League
Matsui Tomotaka,13,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-106,0.000,,100.0%,0.0%,0.00,0.0,0.0%,50.0%,100.0%,50.0%,25.0%,100.0%,25,1,R,Rakuten Eagles,PL
Muneyama Rui,122,460,430,32,112,19,3,3,146,27,7,0,0,9,82,20,2,1,10,0.260,0.289,0.340,0.629,97,0.080,0.308,17.8%,4.3%,0.24,1.0,59.2%,33.2%,91.3%,54.1%,9.7%,22.8%,22,6,L,Rakuten Eagles,PL
Murabayashi Itsuki,137,557,513,41,144,14,0,3,167,51,6,2,10,3,102,28,2,3,14,0.281,0.320,0.326,0.646,104,0.045,0.343,18.3%,5.0%,0.27,0.0,50.6%,31.1%,89.4%,46.4%,8.1%,23.9%,27,5,R,Rakuten Eagles,PL
Mutoh Atsuki,62,130,108,21,22,3,2,0,29,10,3,2,4,2,31,14,0,2,0,0.204,0.302,0.269,0.571,80,0.065,0.278,23.8%,10.8%,0.45,-0.2,57.3%,23.6%,81.9%,48.8%,12.3%,34.6%,24,9,L,Rakuten Eagles,PL
Nakashima Daisuke,124,491,462,51,123,11,5,6,162,31,22,4,8,2,75,17,0,2,4,0.266,0.294,0.351,0.645,102,0.085,0.305,15.3%,3.5%,0.23,2.2,50.5%,35.8%,91.2%,48.7%,8.9%,20.0%,24,9,L,Rakuten Eagles,PL
Ogoh Yuya,90,193,173,18,30,7,2,2,47,12,11,0,1,2,54,16,1,1,0,0.173,0.245,0.272,0.517,61,0.099,0.235,28.0%,8.3%,0.30,1.8,51.7%,27.4%,84.1%,45.7%,13.0%,37.3%,28,9,L,Rakuten Eagles,PL
Ohta Hikaru,111,231,188,14,33,7,2,1,47,12,0,0,14,1,47,23,0,5,6,0.176,0.281,0.250,0.531,67,0.074,0.227,20.3%,10.0%,0.49,-0.1,45.2%,18.2%,85.3%,38.5%,7.8%,30.7%,28,2,R,Rakuten Eagles,PL
Ohuchi Seiya,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-106,0.000,,100.0%,0.0%,0.00,0.0,0.0%,0.0%,,0.0%,0.0%,100.0%,19,1,R,Rakuten Eagles,PL
Okajima Takero,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,543,0.000,1.000,0.0%,0.0%,,-0.0,0.0%,33.3%,100.0%,50.0%,25.0%,0.0%,35,7,L,Rakuten Eagles,PL
Shimauchi Hiroaki,5,11,10,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0.000,0.091,0.000,0.091,-74,0.000,0.000,27.3%,9.1%,0.33,-0.0,57.1%,50.0%,83.3%,60.6%,12.1%,36.4%,35,DH,L,Rakuten Eagles,PL
Suzuki Daichi,93,198,172,13,41,3,2,2,54,23,1,0,1,1,29,13,1,11,5,0.238,0.330,0.314,0.644,104,0.076,0.275,14.6%,6.6%,0.45,0.1,58.3%,23.2%,93.8%,42.1%,7.9%,22.2%,35,UTL,L,Rakuten Eagles,PL
Takinaka Ryota,15,3,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.000,1.000,0.000,1.000,242,0.000,,0.0%,100.0%,1.00,-0.0,0.0%,0.0%,,0.0%,0.0%,100.0%,30,1,R,Rakuten Eagles,PL
Tanaka Kazuki,19,18,18,5,1,0,0,0,1,1,1,0,0,0,8,0,0,0,0,0.056,0.056,0.056,0.112,-69,0.000,0.100,44.4%,0.0%,0.00,0.2,30.0%,53.3%,65.0%,61.0%,28.8%,44.4%,30,8,S,Rakuten Eagles,PL
Tanaka Takaya,12,5,3,0,1,0,0,0,1,0,0,0,1,0,2,1,0,0,0,0.333,0.500,0.333,0.833,168,0.000,1.000,40.0%,20.0%,0.50,-0.0,50.0%,23.1%,75.0%,31.8%,13.6%,60.0%,32,2,L,Rakuten Eagles,PL
Tatsumi Ryosuke,114,422,367,36,88,12,2,7,125,32,20,0,1,5,91,40,0,9,12,0.240,0.325,0.341,0.666,110,0.101,0.296,21.6%,9.5%,0.44,3.2,49.1%,20.6%,84.3%,44.8%,11.2%,32.7%,28,8,L,Rakuten Eagles,PL
Uchi Seiryu,25,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-106,0.000,,100.0%,0.0%,0.00,0.0,0.0%,,,0.0%,0.0%,100.0%,23,1,L,Rakuten Eagles,PL
Voit Luke,67,276,243,29,73,9,0,13,121,39,0,0,0,0,59,27,2,6,5,0.300,0.384,0.498,0.882,178,0.198,0.351,21.4%,9.8%,0.46,-0.2,65.6%,31.6%,81.2%,54.9%,18.1%,35.9%,34,DH,R,Rakuten Eagles,PL
Watanabe Yoshiaki,75,166,147,7,41,4,0,0,45,19,0,0,1,6,17,12,0,0,4,0.279,0.321,0.306,0.627,98,0.027,0.301,10.2%,7.2%,0.71,-0.1,51.9%,28.2%,91.4%,47.9%,8.8%,17.5%,28,UTL,L,Rakuten Eagles,PL
Yajure Miguel,14,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.000,0.000,0.000,0.000,-106,0.000,,100.0%,0.0%,0.00,0.0,0.0%,66.7%,0.0%,57.1%,57.1%,100.0%,27,1,S,Rakuten Eagles,PL
Yang Po-Hsiang,2,2,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.500,0.500,0.500,1.000,219,0.000,1.000,50.0%,0.0%,0.00,-0.0,100.0%,33.3%,75.0%,54.5%,18.2%,50.0%,20,,L,Rakuten Eagles,PL
Yoshino Soshi,5,13,13,0,3,0,0,0,3,2,0,0,0,0,2,0,0,0,1,0.231,0.231,0.231,0.462,44,0.000,0.273,15.4%,0.0%,0.00,-0.0,63.6%,50.0%,83.3%,62.1%,13.8%,15.4%,21,8,R,Rakuten Eagles,PL
Yoshinoh Tsubasa,2,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.000,0.000,0.000,0.000,-106,0.000,0.000,66.7%,0.0%,0.00,0.0,0.0%,40.0%,66.7%,50.0%,30.0%,66.7%,22,9,L,Rakuten Eagles,PL
Cedeno Leandro,74,243,224,13,51,6,1,7,80,26,0,0,0,2,50,15,0,2,9,0.228,0.280,0.357,0.637,94,0.129,0.260,20.6%,6.2%,0.30,-0.1,63.6%,33.0%,87.5%,52.9%,13.6%,29.6%,26,DH,R,Seibu Lions,PL
Davis JD,36,131,113,8,23,3,0,3,35,9,0,0,0,0,24,17,0,1,4,0.204,0.313,0.310,0.623,92,0.106,0.233,18.3%,13.0%,0.71,-0.1,40.2%,28.6%,76.8%,51.9%,15.9%,33.6%,32,5,R,Seibu Lions,PL
Furuichi Takeru,10,19,18,1,8,0,0,0,8,0,0,0,0,0,1,1,0,0,0,0.444,0.474,0.444,0.918,183,0.000,0.471,5.3%,5.3%,1.00,-0.0,64.7%,0.0%,95.7%,41.1%,1.8%,10.5%,23,2,R,Seibu Lions,PL
Furukawa Yuudai,5,16,12,1,1,0,0,0,1,0,0,1,0,0,4,4,0,0,1,0.083,0.313,0.083,0.396,27,0.000,0.125,25.0%,25.0%,1.00,-0.3,75.0%,25.0%,75.0%,47.1%,12.9%,50.0%,21,9,R,Seibu Lions,PL
Genda Sosuke,104,361,320,21,67,11,5,0,88,20,8,5,11,3,60,25,0,2,4,0.209,0.269,0.275,0.544,67,0.066,0.255,16.6%,6.9%,0.42,-0.4,47.4%,27.8%,91.2%,45.7%,6.8%,23.5%,32,6,L,Seibu Lions,PL
Hasegawa Shinya,132,450,400,42,90,16,3,6,130,36,9,4,9,5,56,33,1,3,11,0.225,0.286,0.325,0.611,87,0.100,0.245,12.4%,7.3%,0.59,0.0,55.8%,23.0%,90.9%,43.0%,6.9%,21.1%,23,9,R,Seibu Lions,PL
Higuma Montell,12,11,11,1,1,0,0,0,1,0,1,0,0,0,5,0,0,0,0,0.091,0.091,0.091,0.182,-44,0.000,0.167,45.5%,0.0%,0.00,0.2,33.3%,53.8%,83.3%,61.5%,15.4%,45.5%,25,9,R,Seibu Lions,PL
Hiranuma Shota,60,164,156,13,34,3,1,0,39,11,5,0,1,1,32,4,1,2,0,0.218,0.245,0.250,0.495,52,0.032,0.272,19.5%,2.4%,0.12,0.8,57.7%,32.7%,87.2%,47.4%,9.2%,22.0%,27,UTL,L,Seibu Lions,PL
Hirasawa Taiga,7,17,17,1,1,1,0,0,2,0,0,0,0,0,4,0,0,0,0,0.059,0.059,0.118,0.177,-47,0.059,0.077,23.5%,0.0%,0.00,0.0,69.2%,20.0%,77.8%,50.0%,12.5%,23.5%,27,7,L,Seibu Lions,PL
Hiruma Takuya,12,37,34,0,6,0,0,0,6,0,0,0,2,0,8,1,0,0,0,0.176,0.200,0.176,0.376,16,0.000,0.231,21.6%,2.7%,0.12,-0.0,50.0%,42.9%,77.6%,59.3%,17.9%,24.3%,24,7,L,Seibu Lions,PL
Imai Tatsuya,24,6,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.000,0.000,0.000,0.000,-101,0.000,0.000,66.7%,0.0%,0.00,0.0,0.0%,25.0%,42.9%,40.0%,25.0%,66.7%,27,1,R,Seibu Lions,PL
Kishi Junichiro,10,31,30,2,5,3,0,0,8,0,0,0,0,0,3,1,0,0,0,0.167,0.194,0.267,0.461,40,0.100,0.185,9.7%,3.2%,0.33,-0.0,59.3%,35.7%,90.9%,56.2%,13.3%,12.9%,28,7,R,Seibu Lions,PL
Kodama Ryosuke,60,53,47,9,8,2,0,0,10,3,1,2,1,0,9,4,0,1,0,0.170,0.250,0.213,0.463,43,0.043,0.211,17.0%,7.5%,0.44,-0.5,48.7%,23.2%,94.3%,45.1%,6.9%,24.5%,26,4,R,Seibu Lions,PL
Koga Yuto,112,328,289,26,66,8,0,7,95,21,1,1,7,0,62,32,0,0,9,0.228,0.305,0.329,0.634,94,0.101,0.268,18.9%,9.8%,0.52,-0.3,54.3%,19.0%,86.9%,40.3%,8.0%,30.8%,25,2,R,Seibu Lions,PL
Kuriyama Takumi,11,23,23,0,2,0,0,0,2,0,0,0,0,0,7,0,0,0,1,0.087,0.087,0.087,0.174,-47,0.000,0.125,30.4%,0.0%,0.00,-0.0,50.0%,36.4%,82.1%,56.2%,14.3%,30.4%,41,DH,L,Seibu Lions,PL
Makino Shoya,29,67,61,3,13,0,1,0,15,0,1,0,4,0,22,2,0,0,0,0.213,0.238,0.246,0.484,49,0.033,0.333,32.8%,3.0%,0.09,0.1,53.5%,37.0%,72.5%,53.0%,18.0%,35.8%,24,2,L,Seibu Lions,PL
Matsubara Seiya,8,24,22,1,6,1,0,0,7,0,0,0,2,0,6,0,0,0,0,0.273,0.273,0.318,0.591,81,0.045,0.375,25.0%,0.0%,0.00,-0.0,76.5%,28.9%,83.8%,52.7%,9.9%,25.0%,30,7,L,Seibu Lions,PL
Motoyama Hiyu,49,93,85,3,13,8,0,0,21,5,0,0,7,0,15,1,0,0,1,0.153,0.163,0.247,0.410,24,0.094,0.186,16.1%,1.1%,0.07,-0.0,40.8%,40.2%,88.3%,55.6%,11.9%,17.2%,26,4,L,Seibu Lions,PL
Murata Reon,23,85,82,3,16,4,0,2,26,9,0,0,0,0,32,2,0,1,2,0.195,0.224,0.317,0.541,64,0.122,0.292,37.6%,2.4%,0.06,-0.0,60.4%,32.3%,75.0%,49.4%,20.1%,42.4%,23,DH,R,Seibu Lions,PL
Nakamigawa Yuta,5,10,9,0,2,0,1,0,4,5,0,0,0,1,6,0,0,0,0,0.222,0.200,0.444,0.644,93,0.222,0.500,60.0%,0.0%,0.00,-0.0,75.0%,35.0%,66.7%,56.4%,28.2%,60.0%,22,DH,L,Seibu Lions,PL
Nakamura Takeya,44,110,96,3,23,5,0,3,37,10,0,0,0,0,28,13,2,1,2,0.240,0.336,0.385,0.721,121,0.145,0.308,25.5%,11.8%,0.46,-0.1,66.2%,26.8%,80.3%,51.2%,17.4%,40.0%,41,DH,R,Seibu Lions,PL
Nakata Keisuke,60,96,87,14,20,2,0,0,22,3,1,3,3,0,13,4,0,2,2,0.230,0.280,0.253,0.533,64,0.023,0.270,13.5%,4.2%,0.31,-0.9,44.0%,29.4%,95.5%,49.1%,6.6%,17.7%,25,UTL,S,Seibu Lions,PL
Nevin Tyler,137,570,509,51,141,24,0,21,228,63,2,1,0,5,78,45,6,11,13,0.277,0.346,0.448,0.794,142,0.171,0.289,13.7%,7.9%,0.58,-0.3,61.2%,22.1%,90.2%,44.8%,7.2%,25.3%,28,3,R,Seibu Lions,PL
Nishikawa Manaya,124,553,507,64,134,26,3,10,196,38,25,7,2,3,80,32,1,9,4,0.264,0.318,0.387,0.705,115,0.123,0.295,14.5%,5.8%,0.40,1.7,53.0%,31.4%,89.9%,48.9%,9.4%,22.1%,26,8,L,Seibu Lions,PL
Nomura Daiju,13,36,35,1,6,1,0,0,7,2,0,0,1,0,9,0,0,0,0,0.171,0.171,0.200,0.371,13,0.029,0.231,25.0%,0.0%,0.00,-0.0,40.7%,26.8%,83.3%,55.5%,11.0%,25.0%,24,4,R,Seibu Lions,PL
Saito Hiroto,4,12,11,0,1,0,0,0,1,0,0,1,0,0,3,1,0,0,1,0.091,0.167,0.091,0.258,-19,0.000,0.125,25.0%,8.3%,0.33,-0.3,62.5%,24.0%,77.8%,47.1%,13.7%,33.3%,18,6,R,Seibu Lions,PL
Sato Taiyo,13,34,30,2,5,1,1,0,8,3,0,0,1,0,7,2,0,1,0,0.167,0.242,0.267,0.509,56,0.100,0.217,20.6%,5.9%,0.29,-0.0,54.2%,30.1%,89.4%,47.6%,9.0%,26.5%,23,4,L,Seibu Lions,PL
Sumida Chihiro,23,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0.000,0.000,-101,0.000,0.000,0.0%,0.0%,,0.0,0.0%,33.3%,,16.7%,0.0%,0.0%,25,1,L,Seibu Lions,PL
Sumitani Ginjiro,40,88,81,4,19,4,0,0,23,4,0,1,3,0,18,3,0,1,3,0.235,0.271,0.284,0.555,70,0.049,0.302,20.5%,3.4%,0.17,-0.4,49.2%,44.2%,86.9%,58.9%,15.2%,23.9%,37,2,R,Seibu Lions,PL
Takahashi Kona,24,5,4,0,1,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0.250,0.250,0.250,0.500,54,0.000,0.500,40.0%,0.0%,0.00,-0.0,0.0%,66.7%,75.0%,47.1%,17.6%,40.0%,28,1,R,Seibu Lions,PL
Takamatsu Wataru,27,19,17,4,1,0,0,0,1,0,7,1,2,0,8,0,0,0,0,0.059,0.059,0.059,0.118,-64,0.000,0.111,42.1%,0.0%,0.00,0.9,10.0%,42.9%,65.4%,58.3%,21.7%,42.1%,25,7,L,Seibu Lions,PL
Takeuchi Natsuki,12,5,2,0,0,0,0,0,0,1,0,0,1,1,2,1,0,0,0,0.000,0.250,0.000,0.250,-18,0.000,0.000,40.0%,20.0%,0.50,-0.0,50.0%,0.0%,33.3%,18.8%,12.5%,60.0%,23,1,L,Seibu Lions,PL
Takizawa Natsuo,125,438,385,31,90,4,0,0,94,14,21,7,23,0,67,28,0,2,2,0.234,0.289,0.244,0.533,65,0.010,0.283,15.3%,6.4%,0.42,1.0,42.4%,25.7%,94.4%,43.2%,5.4%,21.7%,21,4,L,Seibu Lions,PL
Tonosaki Shuta,115,415,359,29,84,13,1,5,114,34,6,2,5,8,72,39,3,4,11,0.234,0.310,0.318,0.628,93,0.084,0.272,17.3%,9.4%,0.54,0.1,61.8%,21.8%,87.6%,41.9%,9.0%,28.0%,32,5,R,Seibu Lions,PL
Tsuge Sena,13,17,16,2,2,0,0,0,2,0,0,0,0,0,4,1,0,0,0,0.125,0.176,0.125,0.301,-7,0.000,0.167,23.5%,5.9%,0.25,-0.0,66.7%,41.2%,77.4%,60.0%,14.7%,29.4%,28,2,R,Seibu Lions,PL
Watanabe Seiya,109,452,425,42,110,16,3,12,168,43,2,3,0,2,85,21,2,4,11,0.259,0.299,0.395,0.694,111,0.136,0.297,18.8%,4.6%,0.25,-0.9,47.9%,33.0%,88.2%,51.8%,10.5%,26.1%,22,7,R,Seibu Lions,PL
Watanabe Yutaro,23,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,-101,0.000,0.000,0.0%,0.0%,,0.0,50.0%,0.0%,100.0%,28.6%,0.0%,0.0%,24,1,R,Seibu Lions,PL
Yamamura Takayoshi,71,231,211,14,52,8,1,4,74,20,0,3,1,3,36,14,0,2,2,0.246,0.296,0.351,0.647,98,0.105,0.276,15.6%,6.1%,0.39,-1.1,60.3%,33.6%,93.5%,48.2%,10.4%,23.4%,22,5,L,Seibu Lions,PL
Yamanobe Kakeru,5,3,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-101,0.000,0.000,33.3%,0.0%,0.00,0.2,0.0%,25.0%,100.0%,33.3%,0.0%,33.3%,31,5,R,Seibu Lions,PL
Yoza Kaito,16,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.000,0.000,0.000,0.000,-101,0.000,,100.0%,0.0%,0.00,0.0,0.0%,0.0%,33.3%,42.9%,28.6%,100.0%,29,1,R,Seibu Lions,PL
Arizono Naoki,12,35,31,3,7,2,0,0,9,3,0,0,0,1,12,2,0,1,1,0.226,0.286,0.290,0.576,73,0.064,0.350,34.3%,5.7%,0.17,-0.0,63.2%,36.0%,90.5%,50.4%,17.5%,40.0%,22,5,R,Nipponham Fighters,PL
Asama Daiki,39,108,92,4,17,2,0,2,25,7,2,0,2,0,19,14,0,0,1,0.185,0.292,0.272,0.564,70,0.087,0.211,17.6%,13.0%,0.74,0.3,68.0%,22.0%,89.7%,45.7%,9.4%,32.4%,29,7,L,Nipponham Fighters,PL
Fushimi Torai,64,175,158,7,38,5,0,2,49,11,0,0,5,0,34,10,0,2,5,0.241,0.294,0.310,0.604,80,0.069,0.295,19.4%,5.7%,0.29,-0.1,45.3%,29.1%,88.4%,50.2%,11.3%,26.3%,35,2,R,Nipponham Fighters,PL
Gunji Yuya,111,422,364,46,108,15,0,10,153,42,0,0,2,5,71,45,0,6,7,0.297,0.379,0.420,0.799,137,0.123,0.340,16.8%,10.7%,0.63,-0.3,51.2%,22.9%,89.7%,42.8%,7.8%,29.9%,27,UTL,R,Nipponham Fighters,PL
Hosokawa Ryohei,16,19,16,1,2,0,0,0,2,1,2,0,2,0,2,1,0,0,0,0.125,0.176,0.125,0.301,-6,0.000,0.143,10.5%,5.3%,0.50,0.3,37.5%,30.0%,70.8%,56.6%,17.0%,15.8%,23,UTL,L,Nipponham Fighters,PL
Imagawa Yuma,18,57,53,9,13,3,0,2,22,5,0,0,0,0,14,4,0,0,2,0.245,0.298,0.415,0.713,110,0.170,0.297,24.6%,7.0%,0.29,-0.0,64.1%,26.8%,87.0%,43.6%,13.1%,35.1%,28,8,R,Nipponham Fighters,PL
Ishii Kazunari,108,364,332,41,86,17,3,6,127,30,3,0,8,1,86,23,1,0,1,0.259,0.306,0.383,0.689,104,0.124,0.332,23.6%,6.3%,0.27,0.3,63.0%,27.0%,87.4%,45.7%,10.2%,31.6%,31,4,L,Nipponham Fighters,PL
Isobata Ryota,118,307,284,45,66,5,10,1,94,18,25,10,3,0,73,18,0,2,1,0.232,0.283,0.331,0.614,83,0.099,0.310,23.8%,5.9%,0.25,0.8,54.8%,27.2%,86.7%,50.0%,11.3%,30.0%,26,8,L,Nipponham Fighters,PL
Itoh Hiromi,27,6,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.000,0.000,0.000,0.000,-95,0.000,0.000,66.7%,0.0%,0.00,0.0,50.0%,70.0%,66.7%,52.6%,26.3%,66.7%,27,1,L,Nipponham Fighters,PL
Kamikawabata Daigo,35,81,72,4,12,3,0,0,15,5,0,0,0,0,9,7,0,2,4,0.167,0.259,0.208,0.467,42,0.041,0.190,11.1%,8.6%,0.78,-0.0,38.1%,22.6%,98.1%,42.2%,4.6%,19.8%,28,4,L,Nipponham Fighters,PL
Kanemura Shoma,28,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.000,0.000,0.000,0.000,-95,0.000,0.000,66.7%,0.0%,0.00,0.0,0.0%,60.0%,100.0%,45.5%,18.2%,66.7%,24,1,R,Nipponham Fighters,PL
Katoh Takayuki,20,3,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0.000,0.000,0.000,0.000,-95,0.000,,66.7%,0.0%,0.00,0.0,0.0%,40.0%,66.7%,50.0%,30.0%,66.7%,33,1,L,Nipponham Fighters,PL
Kitayama Koki,22,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.000,0.000,0.000,0.000,-95,0.000,,100.0%,0.0%,0.00,0.0,0.0%,16.7%,66.7%,22.2%,5.6%,100.0%,26,1,R,Nipponham Fighters,PL
Kiyomiya Kotaro,138,577,525,63,143,25,1,12,206,65,8,1,0,5,85,46,0,1,9,0.272,0.329,0.392,0.721,114,0.120,0.303,14.7%,8.0%,0.54,0.7,55.1%,29.4%,87.4%,50.3%,11.6%,24.8%,26,5,L,Nipponham Fighters,PL
Mannami Chusei,127,465,420,48,96,23,1,20,181,56,3,3,1,0,125,43,6,1,10,0.229,0.302,0.431,0.733,116,0.202,0.276,26.9%,9.2%,0.34,-0.7,65.1%,24.8%,81.8%,46.2%,13.4%,40.4%,25,9,R,Nipponham Fighters,PL
Martinez Ariel,34,73,69,6,12,3,0,1,18,8,0,0,0,1,25,2,0,1,1,0.174,0.205,0.261,0.466,40,0.087,0.250,34.2%,2.7%,0.08,-0.0,61.4%,33.1%,71.6%,50.4%,20.6%,38.4%,29,3,R,Nipponham Fighters,PL
Matsumoto Go,66,185,160,13,30,4,1,0,36,7,3,4,4,0,24,17,0,4,5,0.188,0.282,0.225,0.507,54,0.037,0.221,13.0%,9.2%,0.71,-0.9,53.2%,21.4%,94.3%,44.4%,4.7%,22.2%,31,8,R,Nipponham Fighters,PL
Miyazaki Kazuki,5,6,6,0,1,1,0,0,2,1,0,0,0,0,4,0,0,0,0,0.167,0.167,0.333,0.500,47,0.166,0.500,66.7%,0.0%,0.00,0.0,0.0%,63.6%,66.7%,47.6%,19.0%,66.7%,23,9,R,Nipponham Fighters,PL
Mizuno Tatsuki,100,332,295,32,73,10,7,7,118,39,5,0,4,2,69,21,0,10,4,0.247,0.317,0.400,0.717,112,0.153,0.299,20.8%,6.3%,0.30,0.7,56.7%,28.7%,86.7%,48.0%,11.4%,29.2%,24,6,L,Nipponham Fighters,PL
Mizutani Shun,87,321,296,45,82,16,3,12,140,41,6,3,1,3,77,18,1,3,1,0.277,0.322,0.473,0.795,133,0.196,0.333,24.0%,5.6%,0.23,-0.1,65.8%,29.3%,85.9%,48.5%,13.0%,33.3%,24,7,R,Nipponham Fighters,PL
Nakashima Takuya,32,30,21,4,7,0,0,0,7,1,2,0,2,0,7,7,0,0,0,0.333,0.500,0.333,0.833,151,0.000,0.500,23.3%,23.3%,1.00,0.3,43.8%,18.2%,79.5%,37.8%,7.4%,46.7%,34,6,L,Nipponham Fighters,PL
Narama Taiki,86,103,91,11,20,2,0,1,25,3,3,1,3,0,34,7,0,2,1,0.220,0.290,0.275,0.565,70,0.055,0.339,33.0%,6.8%,0.21,0.1,44.1%,34.0%,81.5%,52.7%,15.7%,40.8%,25,UTL,R,Nipponham Fighters,PL
Nomura Yuki,101,369,339,28,91,18,1,8,135,35,1,1,0,1,70,26,0,3,4,0.268,0.325,0.398,0.723,114,0.130,0.317,19.0%,7.0%,0.37,-0.3,66.7%,33.2%,86.4%,53.5%,14.0%,28.2%,25,3,R,Nipponham Fighters,PL
Reyes Franmil,132,531,476,62,132,17,0,32,245,90,0,0,0,3,129,52,5,0,8,0.277,0.347,0.515,0.862,152,0.238,0.314,24.3%,9.8%,0.40,-0.3,57.8%,28.2%,81.0%,49.6%,16.3%,40.1%,29,DH,R,Nipponham Fighters,PL
Sakaguchi Uta,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-95,0.000,,100.0%,0.0%,0.00,0.0,0.0%,0.0%,50.0%,50.0%,25.0%,100.0%,22,,L,Nipponham Fighters,PL
Shintoh Yuya,13,31,26,3,2,0,0,0,2,0,0,0,3,0,8,2,0,0,1,0.077,0.143,0.077,0.220,-29,0.000,0.111,25.8%,6.5%,0.25,-0.0,52.4%,28.0%,85.0%,48.6%,10.8%,32.3%,23,2,R,Nipponham Fighters,PL
Tamiya Yua,79,274,245,29,62,6,1,5,85,21,2,4,7,3,44,18,0,1,4,0.253,0.303,0.347,0.650,93,0.094,0.286,16.1%,6.6%,0.41,-1.1,49.3%,30.3%,85.3%,49.9%,10.1%,24.5%,25,2,L,Nipponham Fighters,PL
Tatsu Kota,16,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.000,0.000,0.000,0.000,-95,0.000,,100.0%,0.0%,0.00,0.0,0.0%,33.3%,0.0%,18.2%,18.2%,100.0%,21,1,R,Nipponham Fighters,PL
Umebayashi Yuki,2,5,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.000,0.000,0.000,0.000,-95,0.000,0.000,60.0%,0.0%,0.00,0.0,0.0%,50.0%,40.0%,55.0%,30.0%,60.0%,27,2,R,Nipponham Fighters,PL
Wakabayashi Akihiro,5,7,7,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.143,0.143,0.143,0.286,-12,0.000,0.167,14.3%,0.0%,0.00,-0.0,66.7%,30.8%,85.7%,45.8%,12.5%,14.3%,31,4,S,Nipponham Fighters,PL
Yamagata Shu,84,198,185,15,43,7,0,3,59,11,3,0,8,2,34,1,0,2,4,0.232,0.242,0.319,0.561,67,0.087,0.267,17.2%,0.5%,0.03,0.4,42.8%,37.5%,91.3%,56.0%,9.1%,19.2%,23,6,R,Nipponham Fighters,PL
Yamasaki Sachiya,20,7,7,0,1,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0.143,0.143,0.143,0.286,-12,0.000,0.167,14.3%,0.0%,0.00,-0.0,66.7%,40.0%,90.9%,65.2%,17.4%,14.3%,32,1,L,Nipponham Fighters,PL
Yazawa Kota,86,182,166,20,41,5,2,1,53,18,11,2,1,1,46,10,0,4,2,0.247,0.304,0.319,0.623,86,0.072,0.333,25.3%,5.5%,0.22,1.1,48.8%,32.7%,82.5%,49.9%,14.1%,31.3%,24,9,L,Nipponham Fighters,PL
Yoshida Kengo,47,112,106,9,23,6,1,4,43,9,0,1,0,0,20,5,0,1,5,0.217,0.259,0.406,0.665,96,0.189,0.232,17.9%,4.5%,0.25,-0.4,51.8%,37.1%,88.3%,56.0%,13.0%,25.9%,24,7,R,Nipponham Fighters,PL
