Pitcher,G,W,L,SV,HLD,CG,SHO,BF,IP,H,HR,SO,BB,IBB,HB,WP,R,ER,ERA,FIP,kwERA,WHIP,ERA+,FIP-,kwERA-,Diff,HR%,K%,BB%,K-BB%,Team,League
Smith Burch,20,1,0,1,4,0,0,156,38.1,30,0,37,14,0,1,0,16,14,3.29,2.35,3.33,1.15,100,64,92,0.94,0.0%,23.7%,9.0%,14.7%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Sumida Chihiro,16,1,10,0,0,0,0,357,81.2,90,4,73,30,0,1,4,38,34,3.75,3.09,3.60,1.47,88,84,100,0.66,1.1%,20.4%,8.4%,12.0%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Taira Kaima,61,1,3,9,34,0,0,226,57.2,36,2,75,18,4,2,3,15,10,1.56,1.99,2.28,0.94,212,54,63,-0.43,0.9%,33.2%,8.0%,25.2%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Takahashi Bo,27,0,0,0,2,0,0,133,31.2,19,2,26,15,0,7,1,14,9,2.56,4.37,3.97,1.07,129,119,110,-1.81,1.5%,19.5%,11.3%,8.2%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Takahashi Kona,26,12,8,0,0,0,0,705,175.2,153,9,128,51,2,11,5,48,43,2.20,3.37,3.71,1.16,150,92,103,-1.17,1.3%,18.2%,7.2%,11.0%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Tamura Ichiro,3,0,0,0,0,0,0,13,3.0,3,0,1,1,0,0,1,2,2,6.00,3.44,4.80,1.33,55,93,133,2.56,0.0%,7.7%,7.7%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Togame Ken,13,0,0,0,0,0,0,70,15.1,15,2,15,8,1,1,1,11,4,2.35,4.60,3.80,1.50,140,125,106,-2.25,2.9%,21.4%,11.4%,10.0%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Utsumi Tetsuya,5,0,1,0,0,0,0,50,12.0,12,2,8,2,0,0,0,4,4,3.00,4.44,3.60,1.17,110,121,100,-1.44,4.0%,16.0%,4.0%,12.0%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Watanabe Yutaro,3,1,1,0,0,0,0,67,13.1,15,1,6,11,0,1,2,11,9,6.08,5.88,5.55,1.95,54,160,154,0.20,1.5%,9.0%,16.4%,-7.4%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Yoza Kaito,20,10,7,0,0,1,1,463,115.2,104,11,61,16,0,4,2,39,37,2.88,3.80,3.83,1.04,115,103,106,-0.92,2.4%,13.2%,3.5%,9.7%,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
Fukuda Suguru,13,0,0,0,3,0,0,45,10.1,7,0,11,7,0,0,0,1,1,0.87,3.01,3.91,1.35,370,84,109,-2.14,0.0%,24.4%,15.6%,8.8%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
Furukawa Yuri,34,0,1,0,3,0,0,162,35.1,37,3,32,24,2,2,1,17,16,4.08,4.60,4.31,1.73,79,128,120,-0.52,1.9%,19.8%,14.8%,5.0%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
Hasegawa Takehiro,2,0,0,0,1,0,0,9,2.0,2,0,2,1,0,0,0,0,0,0.00,2.60,3.69,1.50,999,72,102,-2.60,0.0%,22.2%,11.1%,11.1%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
Hori Mizuki,41,1,5,5,11,0,0,160,34.0,41,4,34,16,0,3,0,23,22,5.82,4.31,3.68,1.68,55,120,102,1.51,2.5%,21.2%,10.0%,11.2%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
Iguchi Kazutomo,23,2,0,1,6,0,0,112,24.1,34,3,27,4,1,2,1,14,14,5.18,3.23,2.75,1.56,62,90,76,1.95,2.7%,24.1%,3.6%,20.5%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
Ikeda Takahide,4,1,3,0,0,0,0,71,16.1,15,0,11,6,0,0,1,7,6,3.31,2.86,4.10,1.29,97,80,114,0.45,0.0%,15.5%,8.5%,7.0%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
Ishikawa Naoya,36,2,2,6,8,0,0,135,32.0,26,1,37,13,1,1,3,14,14,3.94,2.51,3.02,1.22,82,70,84,1.43,0.7%,27.4%,9.6%,17.8%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
Itoh Hiromi,26,10,9,1,1,2,2,653,155.2,140,5,112,49,0,5,5,60,51,2.95,3.12,3.84,1.21,109,87,107,-0.17,0.8%,17.2%,7.5%,9.7%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
Kakigi Ren,4,0,0,0,0,0,0,16,4.1,2,1,1,2,0,0,0,1,1,2.08,7.03,5.42,0.92,155,196,151,-4.95,6.2%,6.2%,12.5%,-6.3%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
Kaneko Chihiro,3,1,2,0,0,0,0,54,13.0,15,0,11,1,0,0,0,7,7,4.85,1.64,2.95,1.23,66,46,82,3.21,0.0%,20.4%,1.9%,18.5%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
Katoh Takayuki,22,8,7,0,1,3,2,564,147.2,124,9,98,11,0,1,0,35,33,2.01,2.81,3.26,0.91,160,78,91,-0.80,1.6%,17.4%,2.0%,15.4%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
Kawano Ryusei,21,0,2,1,1,0,0,150,34.2,36,3,25,11,0,3,3,24,17,4.41,4.00,3.87,1.36,73,111,108,0.41,2.0%,16.7%,7.3%,9.4%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
Kitaura Ryuji,11,0,0,1,0,0,0,38,7.2,10,0,6,5,0,0,0,2,2,2.35,3.49,4.54,1.96,137,97,126,-1.14,0.0%,15.8%,13.2%,2.6%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
Kitayama Koki,55,3,5,9,16,0,0,219,51.1,37,3,58,28,1,4,1,21,20,3.51,3.47,3.43,1.27,92,97,95,0.04,1.4%,26.5%,12.8%,13.7%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
Kuroyanagi Kyosuke,1,0,0,0,1,0,0,4,1.0,1,0,0,0,0,0,0,0,0,0.00,3.10,4.80,1.00,999,86,133,-3.10,0.0%,0.0%,0.0%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
Matsuura Keito,1,0,1,0,0,0,0,6,1.0,2,0,0,1,0,0,0,2,2,18.00,6.10,6.47,3.00,18,170,180,11.90,0.0%,0.0%,16.7%,-16.7%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
Menez Conner,15,1,0,0,6,0,0,97,25.0,14,1,28,13,0,1,1,5,3,1.08,3.06,3.25,1.08,298,85,90,-1.98,1.0%,28.9%,13.4%,15.5%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
Miyanishi Naoki,24,0,3,1,7,0,0,91,20.2,20,1,14,11,1,1,1,13,13,5.66,4.12,4.47,1.50,57,115,124,1.54,1.1%,15.4%,12.1%,3.3%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
Mochizuki Daiki,9,0,0,0,0,0,0,46,9.0,15,1,8,4,0,1,1,8,7,7.00,4.44,3.93,2.11,46,124,109,2.56,2.2%,17.4%,8.7%,8.7%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
Nabatame Tsubasa,2,0,1,0,0,0,0,41,10.0,7,0,7,4,0,1,0,5,4,3.60,3.20,4.07,1.10,89,89,113,0.40,0.0%,17.1%,9.8%,7.3%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
Nemoto Haruka,13,3,3,0,1,0,0,254,60.2,52,8,53,24,0,4,1,19,17,2.52,4.45,3.66,1.25,128,124,102,-1.93,3.1%,20.9%,9.4%,11.5%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
Nishimura Takahiro,18,0,0,0,0,0,0,94,21.2,22,4,25,10,1,1,1,15,12,4.98,4.72,3.20,1.48,65,131,89,0.26,4.3%,26.6%,10.6%,16.0%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
Ponce Cody,14,3,5,0,0,1,1,344,83.1,69,10,66,23,0,2,3,35,31,3.35,3.98,3.55,1.10,96,111,99,-0.63,2.9%,19.2%,6.7%,12.5%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
Rodriguez Bryan,22,3,2,0,8,0,0,66,16.1,14,0,13,3,1,1,0,5,4,2.20,2.25,3.28,1.04,146,63,91,-0.05,0.0%,19.7%,4.5%,15.2%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
Sugiura Toshihiro,16,3,6,0,0,0,0,184,42.2,45,5,48,10,0,2,3,25,25,5.27,3.22,2.73,1.29,61,90,76,2.05,2.7%,26.1%,5.4%,20.7%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
Suzuki Kenya,19,2,1,0,3,0,0,159,38.0,33,2,25,13,2,4,1,12,12,2.84,3.81,4.05,1.21,113,106,112,-0.97,1.3%,15.7%,8.2%,7.5%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
Tamai Taisho,50,1,1,0,19,0,0,167,37.2,37,1,16,17,2,0,1,17,14,3.35,3.95,4.86,1.43,96,110,135,-0.60,0.6%,9.6%,10.2%,-0.6%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
Tanaka Eito,4,1,3,0,0,0,0,87,18.2,22,3,8,7,0,7,0,11,10,4.82,6.59,4.69,1.55,67,184,130,-1.77,3.4%,9.2%,8.0%,1.2%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
Tanigawa Masaki,9,0,0,0,0,0,0,41,9.1,10,1,8,3,0,0,0,5,4,3.86,3.75,3.58,1.39,83,104,99,0.11,2.4%,19.5%,7.3%,12.2%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
Tateno Kazuaki,3,1,2,0,0,0,0,52,10.2,16,1,4,4,0,1,2,12,12,10.13,4.98,4.80,1.88,32,139,133,5.15,1.9%,7.7%,7.7%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
Tatsu Kota,1,0,0,0,0,0,0,12,3.0,1,0,0,3,0,0,0,0,0,0.00,6.10,7.30,1.33,999,170,203,-6.10,0.0%,0.0%,25.0%,-25.0%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
Uehara Kenta,25,3,5,0,1,0,0,302,73.1,73,2,59,21,0,3,2,28,26,3.19,2.83,3.54,1.28,101,79,98,0.36,0.7%,19.5%,7.0%,12.5%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
Uwasawa Naoyuki,23,8,9,0,0,3,0,631,152.0,129,15,127,50,0,9,2,61,57,3.38,3.88,3.58,1.18,95,108,99,-0.50,2.4%,20.1%,7.9%,12.2%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
Yoshida Kosei,51,2,3,0,5,0,0,256,63.1,53,5,40,23,0,1,4,30,30,4.26,4.00,4.14,1.20,76,111,115,0.26,2.0%,15.6%,9.0%,6.6%,<a href=https://npb.jp/bis/eng/teams/index_f.html>Nipponham</a>,PL
