Pitcher,G,W,L,SV,CG,SHO,BF,IP,H,HR,SO,BB,IBB,HB,WP,R,ER,ERA,FIP,kwERA,WHIP,ERA+,FIP-,kwERA-,Diff,HR%,K%,BB%,K-BB%,Team,League
Shimizu Tatsuya,1,0,0,0,0,0,4,1.0,1,0,2,0,0,0,0,0,0,0.00,-0.40,-0.20,1.00,999,-9,-5,0.40,0.0%,50.0%,0.0%,50.0%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Sobue Daisuke,7,2,0,0,0,0,26,7.0,6,0,11,0,0,0,0,0,0,0.00,0.45,0.57,0.86,999,10,15,-0.45,0.0%,42.3%,0.0%,42.3%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Suzuki Hiroshi,18,4,6,0,0,0,428,99.1,99,3,56,34,0,5,2,52,43,3.90,4.04,4.29,1.34,97,92,112,-0.14,0.7%,13.1%,7.9%,5.2%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Tajima Shinji,20,1,2,0,0,0,95,20.0,24,1,19,8,0,3,5,17,9,4.05,4.00,3.64,1.60,94,91,95,0.05,1.1%,20.0%,8.4%,11.6%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Takeuchi Ryushin,15,1,1,0,0,0,60,15.0,15,0,10,4,0,0,0,5,5,3.00,3.06,3.80,1.27,127,69,99,-0.06,0.0%,16.7%,6.7%,10.0%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Tanimoto Keisuke,14,1,2,0,0,0,55,12.2,12,0,9,5,0,0,1,7,5,3.55,3.36,4.07,1.34,107,76,107,0.19,0.0%,16.4%,9.1%,7.3%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Tavarez Yohan,14,0,4,0,0,0,156,30.0,42,1,12,21,0,6,1,31,31,9.30,5.93,5.38,2.10,41,135,141,3.37,0.6%,7.7%,13.5%,-5.8%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Ueda Kotaro,8,1,1,0,0,0,158,38.1,35,1,27,9,0,2,2,14,10,2.35,3.39,3.66,1.15,162,77,96,-1.04,0.6%,17.1%,5.7%,11.4%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Yamamoto Takumi,6,0,0,0,0,0,23,6.0,2,0,2,2,0,0,0,0,0,0.00,3.93,4.80,0.67,999,89,126,-3.93,0.0%,8.7%,8.7%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,WL
Abe Shota,7,0,1,1,0,0,24,5.2,6,1,8,1,0,0,0,2,1,1.59,3.60,1.88,1.24,219,89,49,-2.01,4.2%,33.3%,4.2%,29.1%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Azuma Kohei,15,1,3,0,0,0,288,67.2,61,1,56,29,0,3,3,27,26,3.46,3.55,3.86,1.33,100,88,101,-0.09,0.3%,19.4%,10.1%,9.3%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Biddle Jesse,8,3,0,0,0,0,71,17.0,6,0,23,14,0,1,2,1,0,0.00,3.54,3.53,1.18,999,88,92,-3.54,0.0%,32.4%,19.7%,12.7%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Cho Yaku,19,1,0,1,0,0,76,20.2,13,0,17,4,0,0,1,3,3,1.31,2.53,3.09,0.82,265,63,81,-1.22,0.0%,22.4%,5.3%,17.1%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Higa Motoki,12,1,0,1,0,0,44,12.0,7,1,11,1,0,0,0,3,3,2.25,3.10,2.53,0.67,154,77,66,-0.85,2.3%,25.0%,2.3%,22.7%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Honda Hitomi,4,0,0,1,0,0,14,4.0,2,1,4,0,0,0,0,1,1,2.25,4.85,1.94,0.50,154,120,51,-2.60,7.1%,28.6%,0.0%,28.6%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Kaida Tomoyuki,39,0,2,1,0,0,157,36.1,44,2,29,11,0,0,1,16,15,3.72,3.62,3.65,1.51,93,90,96,0.10,1.3%,18.5%,7.0%,11.5%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Kawase Kento,4,1,3,0,0,0,60,13.2,19,1,13,2,0,0,1,13,6,3.95,3.08,2.97,1.54,88,76,78,0.87,1.7%,21.7%,3.3%,18.4%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Kogita Atsuya,37,0,3,6,0,0,163,39.2,38,1,44,6,1,1,0,14,14,3.18,2.23,2.47,1.11,109,55,65,0.95,0.6%,27.0%,3.7%,23.3%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Kondoh Taisuke,12,0,0,0,0,0,48,11.2,7,0,17,6,0,0,0,1,1,0.77,2.22,2.51,1.11,451,55,66,-1.45,0.0%,35.4%,12.5%,22.9%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Kuroki Yuta,11,0,0,0,0,0,39,10.1,4,0,5,4,0,1,0,0,0,0.00,4.08,4.54,0.77,999,101,119,-4.08,0.0%,12.8%,10.3%,2.5%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Mae Yuito,13,1,1,0,0,0,61,12.1,13,0,13,9,0,1,3,11,10,7.30,3.92,4.14,1.78,48,97,108,3.38,0.0%,21.3%,14.8%,6.5%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Masui Hirotoshi,13,3,3,0,0,0,262,57.2,79,4,39,14,0,4,4,40,39,6.09,4.08,3.85,1.61,57,101,101,2.01,1.5%,14.9%,5.3%,9.6%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Matsuyama Masayuki,4,0,0,0,0,0,29,6.0,4,1,6,6,0,1,0,4,3,4.50,7.26,4.80,1.67,77,180,126,-2.76,3.4%,20.7%,20.7%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Mukunoki Ren,9,4,3,0,0,0,191,46.2,49,0,29,8,0,0,0,19,17,3.28,2.87,3.70,1.22,106,71,97,0.41,0.0%,15.2%,4.2%,11.0%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Muranishi Ryota,27,1,4,1,0,0,107,24.1,22,2,18,13,0,1,4,13,13,4.81,4.91,4.33,1.44,72,122,113,-0.10,1.9%,16.8%,12.1%,4.7%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Nakagawa Hayate,6,1,0,0,0,0,33,7.2,7,1,2,2,0,2,0,5,5,5.87,6.34,4.80,1.17,59,157,126,-0.47,3.0%,6.1%,6.1%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Nakamura Masaru,21,5,8,0,0,0,445,100.1,100,6,66,48,0,5,4,51,46,4.13,4.64,4.40,1.48,84,115,115,-0.51,1.3%,14.8%,10.8%,4.0%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Nakata Yuito,24,0,1,0,0,0,118,26.0,22,2,22,20,0,0,3,14,14,4.85,5.21,4.63,1.62,72,129,121,-0.36,1.7%,18.6%,16.9%,1.7%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Nohmi Atsushi,2,0,0,0,0,0,12,2.2,3,1,4,1,0,0,0,2,2,6.75,6.60,2.30,1.50,51,164,60,0.15,8.3%,33.3%,8.3%,25.0%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Saitoh Koki,50,1,2,0,0,0,169,41.0,35,2,56,10,0,3,1,13,11,2.41,2.45,2.08,1.10,144,61,54,-0.04,1.2%,33.1%,5.9%,27.2%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Sakakibara Tsubasa,1,0,0,0,0,0,4,1.0,1,0,1,0,0,0,0,0,0,0.00,1.60,2.30,1.00,999,40,60,-1.60,0.0%,25.0%,0.0%,25.0%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Satoh Kazuma,19,2,5,0,0,0,236,51.1,58,6,27,34,0,1,3,38,34,5.96,6.11,5.10,1.79,58,152,134,-0.15,2.5%,11.4%,14.4%,-3.0%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Sawada Keisuke,1,0,0,0,0,0,5,0.2,2,2,1,1,0,0,0,2,2,27.00,44.10,4.80,4.50,13,1095,126,-17.10,40.0%,20.0%,20.0%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Suzuki Kohei,21,1,0,1,0,0,83,21.0,17,3,31,2,0,0,1,6,6,2.57,2.79,1.31,0.90,135,69,34,-0.22,3.6%,37.3%,2.4%,34.9%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Tajima Daiki,1,0,0,0,0,0,7,2.0,1,0,3,0,0,0,0,0,0,0.00,0.60,0.51,0.50,999,15,13,-0.60,0.0%,42.9%,0.0%,42.9%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Takeyasu Daichi,14,3,3,0,0,0,215,52.0,51,6,34,11,0,1,0,21,20,3.46,4.48,3.73,1.19,100,111,98,-1.02,2.8%,15.8%,5.1%,10.7%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Tomiyama Ryoga,24,1,1,0,0,0,182,40.1,50,2,28,19,0,0,2,13,12,2.68,4.27,4.31,1.71,130,106,113,-1.59,1.1%,15.4%,10.4%,5.0%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Tsujigaki Takara,9,1,3,0,0,0,157,36.0,38,2,16,11,0,4,0,19,14,3.50,4.68,4.48,1.36,99,116,117,-1.18,1.3%,10.2%,7.0%,3.2%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Udagawa Yuki,15,1,1,0,0,0,54,14.1,8,2,21,3,0,0,2,3,3,1.88,3.11,1.47,0.77,185,77,38,-1.23,3.7%,38.9%,5.6%,33.3%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Urushihara Taisei,41,3,3,0,0,0,203,45.0,43,5,26,26,0,1,8,33,30,6.00,5.68,4.80,1.53,58,141,126,0.32,2.5%,12.8%,12.8%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Vargas Cesar,24,2,6,0,0,0,219,51.0,55,3,45,13,0,3,7,26,20,3.53,3.54,3.34,1.33,98,88,87,-0.01,1.4%,20.5%,5.9%,14.6%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Waguespack Jacob,3,1,0,0,0,0,44,12.0,4,0,17,4,0,1,0,2,1,0.75,2.01,1.85,0.67,463,50,48,-1.26,0.0%,38.6%,9.1%,29.5%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Yamada Nobuyoshi,39,1,2,0,0,0,126,32.0,20,3,36,7,0,1,0,8,7,1.97,3.31,2.50,0.84,176,82,65,-1.34,2.4%,28.6%,5.6%,23.0%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Yamaoka Taisuke,1,0,0,0,0,0,24,5.0,9,0,4,1,0,0,0,1,1,1.80,2.60,3.55,2.00,193,65,93,-0.80,0.0%,16.7%,4.2%,12.5%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Yamasaki Sachiya,4,1,0,0,0,0,79,21.0,16,0,16,2,0,0,1,2,2,0.86,2.36,3.03,0.86,404,59,79,-1.50,0.0%,20.3%,2.5%,17.8%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Yamashita Shunpeita,8,2,2,0,0,0,143,35.1,29,1,42,11,0,1,3,14,13,3.31,2.61,2.63,1.13,105,65,69,0.70,0.7%,29.4%,7.7%,21.7%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Yamazaki Soichiro,8,0,0,0,0,0,69,17.2,10,1,23,8,0,0,0,4,3,1.53,3.09,2.63,1.02,227,77,69,-1.56,1.4%,33.3%,11.6%,21.7%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Yokoyama Kaede,25,0,2,6,0,0,110,26.2,19,1,20,13,0,0,1,11,7,2.36,4.05,4.16,1.20,147,101,109,-1.69,0.9%,18.2%,11.8%,6.4%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Yoshida Ryo,45,1,2,0,0,0,188,43.1,42,4,53,14,0,3,1,18,16,3.32,3.53,2.73,1.29,105,88,71,-0.21,2.1%,28.2%,7.4%,20.8%,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,WL
Akiyama Seiun,15,4,1,1,0,0,141,34.2,27,3,28,10,0,1,1,11,9,2.34,4.06,3.52,1.07,157,95,92,-1.72,2.1%,19.9%,7.1%,12.8%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
Azuma Yusuke,40,3,4,3,0,0,164,42.0,29,1,35,11,0,0,3,9,5,1.07,3.02,3.34,0.95,343,71,87,-1.95,0.6%,21.3%,6.7%,14.6%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
Dohi Seiya,21,5,5,0,0,0,368,85.0,87,13,48,33,0,3,4,55,49,5.19,5.73,4.39,1.41,71,135,115,-0.54,3.5%,13.0%,9.0%,4.0%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
Doi Hideto,37,4,4,7,0,0,366,82.1,79,9,47,40,0,6,3,52,40,4.37,5.55,4.61,1.45,84,130,121,-1.18,2.5%,12.8%,10.9%,1.9%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
Furuya Takuro,3,1,1,0,0,0,72,15.0,17,1,3,11,0,2,0,7,6,3.60,6.66,5.91,1.87,102,156,155,-3.06,1.4%,4.2%,15.3%,-11.1%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
Futaki Kota,10,2,3,0,0,0,183,46.0,39,6,51,7,0,2,1,15,13,2.54,3.66,2.40,1.00,145,86,63,-1.12,3.3%,27.9%,3.8%,24.1%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
Hirohata Atsuya,14,0,1,2,0,0,118,29.0,26,2,17,9,0,1,1,10,10,3.10,4.35,4.12,1.21,119,102,108,-1.25,1.7%,14.4%,7.6%,6.8%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
Ishikawa Ayumu,2,1,0,0,0,0,34,8.0,7,1,4,2,0,0,0,3,1,1.13,4.97,4.21,1.12,325,117,110,-3.84,2.9%,11.8%,5.9%,5.9%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
Iwashita Daiki,3,0,0,0,0,0,20,6.0,1,1,8,1,0,0,0,1,1,1.50,3.60,1.30,0.33,245,85,34,-2.10,5.0%,40.0%,5.0%,35.0%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
Karakawa Yuki,4,1,0,0,0,0,14,4.0,1,0,3,0,0,0,0,0,0,0.00,2.10,2.66,0.25,999,49,70,-2.10,0.0%,21.4%,0.0%,21.4%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
Kawamura Tokito,8,2,2,0,0,0,145,35.2,34,4,22,7,0,2,0,14,12,3.03,4.58,3.77,1.15,121,108,99,-1.55,2.8%,15.2%,4.8%,10.4%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
Kuniyoshi Yuki,23,3,2,0,0,0,119,22.1,26,2,13,26,0,3,3,29,28,11.28,7.49,5.89,2.33,33,176,154,3.79,1.7%,10.9%,21.8%,-10.9%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
Masuda Naoya,1,0,0,1,0,0,4,1.0,1,0,0,0,0,0,0,0,0,0.00,3.60,4.80,1.00,999,85,126,-3.60,0.0%,0.0%,0.0%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
Mima Manabu,3,0,2,0,0,0,53,13.0,14,3,6,1,0,0,0,9,9,6.23,5.90,3.86,1.15,59,139,101,0.33,5.7%,11.3%,1.9%,9.4%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
Mori Ryotaro,13,3,2,0,0,0,228,52.1,59,5,32,18,0,1,2,22,19,3.27,4.70,4.19,1.47,112,110,110,-1.43,2.2%,14.0%,7.9%,6.1%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
Motomae Fumiya,10,1,2,0,0,0,198,46.2,40,6,34,20,0,3,0,26,21,4.05,5.29,4.09,1.29,91,124,107,-1.24,3.0%,17.2%,10.1%,7.1%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
Nagashimada Kirato,3,0,0,0,0,0,17,2.0,1,0,1,10,0,0,0,4,3,13.50,17.60,10.09,5.50,27,413,264,-4.10,0.0%,5.9%,58.8%,-52.9%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
Nakamori Shunsuke,6,1,0,0,0,0,77,20.0,14,0,15,2,0,2,0,3,2,0.90,2.70,3.11,0.80,408,63,81,-1.80,0.0%,19.5%,2.6%,16.9%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
Nakamura Toshiya,27,3,0,1,0,0,132,32.1,29,0,29,3,0,1,1,14,14,3.90,2.17,2.83,0.99,94,51,74,1.73,0.0%,22.0%,2.3%,19.7%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
Narita Kakeru,46,3,0,1,0,0,165,39.2,22,2,27,13,0,8,1,14,10,2.27,4.48,3.95,0.88,162,105,103,-2.21,1.2%,16.4%,7.9%,8.5%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
Nishino Yuji,3,0,0,0,0,0,11,3.0,1,0,4,1,0,0,0,0,0,0.00,1.93,2.07,0.67,999,45,54,-1.93,0.0%,36.4%,9.1%,27.3%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
Ono Fumiya,1,0,0,0,0,0,4,1.0,0,0,1,1,0,0,0,0,0,0.00,4.60,4.80,1.00,999,108,126,-4.60,0.0%,25.0%,25.0%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
Onuma Kenta,13,0,1,2,0,0,77,15.0,24,4,11,10,0,1,0,16,16,9.60,7.80,4.67,2.27,38,183,122,1.80,5.2%,14.3%,13.0%,1.3%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
Osuna Roberto,3,0,0,0,0,0,14,3.0,5,0,5,0,0,0,0,2,2,6.00,0.26,1.23,1.67,61,6,32,5.74,0.0%,35.7%,0.0%,35.7%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
Sakamoto Koshiro,4,0,1,0,0,0,23,4.1,5,1,4,4,0,0,2,3,3,6.23,7.52,4.80,2.08,59,177,126,-1.29,4.3%,17.4%,17.4%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
Sasaki Chihaya,20,2,0,2,0,0,79,20.0,14,0,11,4,0,1,0,2,2,0.90,3.25,3.91,0.90,408,76,102,-2.35,0.0%,13.9%,5.1%,8.8%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
Sato Shoma,11,2,1,1,0,0,199,50.1,48,6,29,11,0,0,0,19,16,2.86,4.65,3.90,1.17,128,109,102,-1.79,3.0%,14.6%,5.5%,9.1%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
Suzuki Shota,17,5,5,0,0,0,328,77.1,80,4,68,19,0,1,1,28,24,2.79,3.29,3.31,1.28,132,77,87,-0.50,1.2%,20.7%,5.8%,14.9%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
Tanaka Fuki,2,0,0,0,0,0,10,1.2,3,0,2,3,0,0,2,2,1,5.40,6.60,5.80,3.60,68,155,152,-1.20,0.0%,20.0%,30.0%,-10.0%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
Tanaka Yasuhiro,23,3,1,1,0,0,102,25.0,23,1,20,4,0,0,3,8,6,2.16,3.00,3.23,1.08,170,70,85,-0.84,1.0%,19.6%,3.9%,15.7%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
Taneichi Atsuki,16,6,2,0,0,0,253,62.1,44,4,62,24,0,2,5,26,20,2.89,3.69,3.30,1.09,127,87,86,-0.80,1.6%,24.5%,9.5%,15.0%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
Tojo Taiki,2,1,0,0,0,0,7,2.0,0,0,2,1,0,0,0,0,0,0.00,3.10,3.37,0.50,999,73,88,-3.10,0.0%,28.6%,14.3%,14.3%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
Yagi Akira,16,1,1,3,0,0,68,16.0,15,3,19,5,0,0,0,10,10,5.63,4.60,2.74,1.25,65,108,72,1.03,4.4%,27.9%,7.4%,20.5%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
Yamamoto Daiki,27,2,1,6,0,0,121,31.1,21,2,19,9,0,0,2,12,10,2.87,4.07,3.97,0.96,128,96,104,-1.20,1.7%,15.7%,7.4%,8.3%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
Yokoyama Rikuto,35,2,3,5,0,0,181,40.0,44,2,47,17,0,3,4,25,18,4.05,3.40,3.14,1.52,91,80,82,0.65,1.1%,26.0%,9.4%,16.6%,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,EL
Akiyoshi Ryo,14,0,1,2,0,0,63,14.0,15,0,16,5,1,1,0,5,3,1.93,2.60,3.05,1.43,191,61,80,-0.67,0.0%,25.4%,7.9%,17.5%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Bandoh Yugo,12,2,1,1,0,0,130,33.2,27,1,27,5,0,0,0,12,9,2.41,2.82,3.11,0.95,153,66,81,-0.41,0.8%,20.8%,3.8%,17.0%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Chatwood Tyler,6,2,0,0,0,0,107,24.1,18,0,18,21,0,2,3,9,7,2.59,4.95,5.08,1.60,143,116,133,-2.36,0.0%,16.8%,19.6%,-2.8%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Felix Mailon,12,0,1,0,0,0,75,17.1,13,2,12,10,0,3,2,8,7,3.63,5.96,4.53,1.33,102,139,119,-2.33,2.7%,16.0%,13.3%,2.7%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Fujii Kouya,2,0,0,0,0,0,7,2.0,1,0,4,0,0,0,0,0,0,0.00,-0.40,-0.91,0.50,999,-9,-24,0.40,0.0%,57.1%,0.0%,57.1%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Ishikawa Shuta,1,0,1,0,0,0,21,5.0,4,0,1,1,0,1,0,1,1,1.80,4.40,4.80,1.00,205,103,126,-2.60,0.0%,4.8%,4.8%,0.0%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Izumi Keisuke,34,1,1,4,0,0,157,37.0,33,1,21,15,0,1,3,18,14,3.41,4.11,4.42,1.30,108,96,116,-0.70,0.6%,13.4%,9.6%,3.8%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Kaino Hiroshi,24,1,1,3,0,0,103,24.1,16,1,33,15,0,0,0,9,7,2.59,3.27,3.05,1.27,143,76,80,-0.68,1.0%,32.0%,14.6%,17.4%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Kasaya Shunsuke,18,1,2,0,0,0,129,31.2,15,0,43,16,0,2,1,10,9,2.56,2.59,2.71,0.98,144,61,71,-0.03,0.0%,33.3%,12.4%,20.9%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Kayama Shinya,1,1,0,0,0,0,4,1.0,0,0,0,1,0,0,0,0,0,0.00,6.60,7.30,1.00,999,154,191,-6.60,0.0%,0.0%,25.0%,-25.0%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Kimura Taisei,6,0,0,0,0,0,32,7.0,7,0,10,4,0,0,2,6,5,6.43,2.45,2.92,1.57,57,57,76,3.98,0.0%,31.2%,12.5%,18.7%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Matayoshi Katsuki,2,0,0,0,0,0,8,2.0,2,0,1,0,0,0,0,0,0,0.00,2.60,3.55,1.00,999,61,93,-2.60,0.0%,12.5%,0.0%,12.5%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Matsumoto Yuki,4,0,1,0,0,0,37,8.0,8,0,7,6,0,0,1,6,5,5.63,4.10,4.53,1.75,66,96,119,1.53,0.0%,18.9%,16.2%,2.7%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Miura Mizuki,11,4,0,0,0,0,221,52.0,55,3,35,15,0,2,1,16,15,2.60,3.98,3.90,1.35,142,93,102,-1.38,1.4%,15.8%,6.8%,9.0%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Mori Yuito,11,0,1,2,0,0,39,10.2,8,0,6,0,0,0,1,2,2,1.69,2.47,3.26,0.75,218,58,85,-0.78,0.0%,15.4%,0.0%,15.4%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Murakami Shun,1,1,0,0,0,0,9,2.0,1,0,3,2,0,0,0,0,0,0.00,3.60,3.69,1.50,999,84,97,-3.60,0.0%,33.3%,22.2%,11.1%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Nakamichi Yuya,11,1,1,0,0,0,111,26.2,30,1,18,9,0,1,2,17,15,5.06,3.86,3.99,1.46,73,90,104,1.20,0.9%,16.2%,8.1%,8.1%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Nakamura Ryota,41,2,1,0,0,0,174,41.1,28,2,43,18,0,4,3,15,13,2.83,3.74,3.36,1.11,130,87,88,-0.91,1.1%,24.7%,10.3%,14.4%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Ogata Shuto,33,3,3,10,0,0,142,35.0,27,2,40,10,0,1,0,11,8,2.06,3.00,2.69,1.06,179,70,70,-0.94,1.4%,28.2%,7.0%,21.2%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Ohshiro Shinno,1,0,0,0,0,0,12,2.0,6,0,1,0,0,0,0,3,3,13.50,2.60,3.97,3.00,27,61,104,10.90,0.0%,8.3%,0.0%,8.3%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
Ohtake Koutaro,14,4,1,0,1,1,309,78.1,64,7,50,12,0,3,2,27,25,2.87,4.06,3.57,0.97,129,95,93,-1.19,2.3%,16.2%,3.9%,12.3%,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,WL
