Rank,Player,Age,Pos,Inn,TZR,TZR/143,RngR,ARM,DPR,ErrR,Pos Adj,Framing,Blocking,Team,League
,<a href=https://npb.jp/bis/eng/players/13115153.html>Maki Shugo</a>,27,4,1127.0,-9.8,-11.2,-2.4,,-2.9,-4.5,3.0,,,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
,<a href=https://npb.jp/bis/eng/players/13115153.html>Maki Shugo</a>,27,DH,9.0,,,,,,,-0.1,,,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
,<a href=https://npb.jp/bis/eng/players/83585159.html>Garcia Anthony</a>,24,7,38.0,0.0,0.0,1.2,-0.4,,-0.8,-0.4,,,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
,<a href=https://npb.jp/bis/eng/players/83585159.html>Garcia Anthony</a>,24,DH,118.1,,,,,,,-1.4,,,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
,<a href=https://npb.jp/bis/eng/players/51155118.html>Asamura Hideto</a>,34,5,830.1,-4.0,-6.2,-6.4,,0.8,1.7,-3.2,,,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
,<a href=https://npb.jp/bis/eng/players/51155118.html>Asamura Hideto</a>,34,DH,291.0,,,,,,,-3.5,,,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
,<a href=https://npb.jp/bis/eng/players/41145155.html>Ikeda Ryoma</a>,21,7,17.0,0.7,53.0,1.1,-0.4,,0.0,-0.2,,,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,<a href=https://npb.jp/bis/eng/players/41145155.html>Ikeda Ryoma</a>,21,9,31.0,-0.5,-20.8,-0.5,0.0,,0.0,-0.1,,,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,<a href=https://npb.jp/bis/eng/players/41145155.html>Ikeda Ryoma</a>,21,DH,1.0,,,,,,,0.0,,,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,<a href=https://npb.jp/bis/eng/players/41145134.html>Ishigaki Masami</a>,26,3,5.2,0.2,45.2,0.2,,0.0,0.0,-0.1,,,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
,<a href=https://npb.jp/bis/eng/players/41145134.html>Ishigaki Masami</a>,26,4,15.0,0.2,17.2,0.2,,0.0,0.1,0.0,,,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
,<a href=https://npb.jp/bis/eng/players/41145134.html>Ishigaki Masami</a>,26,5,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
,<a href=https://npb.jp/bis/eng/players/41145134.html>Ishigaki Masami</a>,26,6,5.0,0.5,128.7,0.4,,0.1,0.0,0.0,,,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
,<a href=https://npb.jp/bis/eng/players/61265155.html>Tamura Shunsuke</a>,21,7,38.0,-0.3,-10.2,-1.2,0.8,,0.0,-0.4,,,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
,<a href=https://npb.jp/bis/eng/players/61265155.html>Tamura Shunsuke</a>,21,9,178.0,-1.4,-10.1,-1.8,0.4,,0.1,-0.7,,,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
,<a href=https://npb.jp/bis/eng/players/43145136.html>Yuasa Dai</a>,25,4,7.0,-0.2,-36.8,-0.2,,0.0,0.0,0.0,,,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
,<a href=https://npb.jp/bis/eng/players/43145136.html>Yuasa Dai</a>,25,5,15.1,0.7,58.9,0.6,,0.0,0.1,-0.1,,,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
,<a href=https://npb.jp/bis/eng/players/43145136.html>Yuasa Dai</a>,25,6,3.0,0.5,214.5,0.2,,0.3,0.0,0.0,,,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
,<a href=https://npb.jp/bis/eng/players/61965131.html>Dohbayashi Shota</a>,33,3,439.1,3.0,8.8,2.3,,0.0,0.7,-4.9,,,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
,<a href=https://npb.jp/bis/eng/players/61965131.html>Dohbayashi Shota</a>,33,7,129.2,-2.1,-20.8,-1.7,-0.5,,0.1,-1.2,,,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
,<a href=https://npb.jp/bis/eng/players/01805151.html>Mutoh Atsuki</a>,24,7,12.0,0.0,0.0,0.6,-0.6,,0.0,-0.1,,,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
,<a href=https://npb.jp/bis/eng/players/91895138.html>Yamaguchi Koki</a>,24,3,5.0,0.1,25.7,0.2,,-0.1,0.0,-0.1,,,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,<a href=https://npb.jp/bis/eng/players/91895138.html>Yamaguchi Koki</a>,24,7,104.0,2.3,28.5,2.1,0.1,,0.1,-1.0,,,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,<a href=https://npb.jp/bis/eng/players/91895138.html>Yamaguchi Koki</a>,24,9,267.1,-5.3,-25.5,-4.1,-1.3,,0.1,-1.1,,,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,<a href=https://npb.jp/bis/eng/players/31135114.html>Aizawa Tsubasa</a>,37,2,400.1,-1.6,-5.1,,-1.3,,-0.3,5.7,0.7,0.4,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
,<a href=https://npb.jp/bis/eng/players/13915157.html>Cedeno Leandro</a>,26,3,311.1,-1.5,-6.2,-1.4,,-0.1,0.0,-3.5,,,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,<a href=https://npb.jp/bis/eng/players/13915157.html>Cedeno Leandro</a>,26,DH,359.0,,,,,,,-4.3,,,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,<a href=https://npb.jp/bis/eng/players/11915134.html>Sakakura Shogo</a>,27,2,583.0,1.8,4.0,,1.3,,0.5,8.3,-0.2,-0.3,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
,<a href=https://npb.jp/bis/eng/players/11915134.html>Sakakura Shogo</a>,27,3,413.1,-2.5,-7.8,-3.7,,0.8,0.4,-4.6,,,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
,<a href=https://npb.jp/bis/eng/players/11915134.html>Sakakura Shogo</a>,27,DH,8.0,,,,,,,-0.1,,,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
,<a href=https://npb.jp/bis/eng/players/31535139.html>Okada Masatoshi</a>,36,2,1.0,0.0,0.0,,0.0,,0.0,0.0,-0.3,0.0,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
,<a href=https://npb.jp/bis/eng/players/81785155.html>Koga Yuto</a>,25,2,771.0,1.7,2.8,,2.5,,-0.8,11.0,2.1,-0.3,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
,<a href=https://npb.jp/bis/eng/players/73175136.html>Yamasaki Tsuyoshi</a>,29,5,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
,<a href=https://npb.jp/bis/eng/players/73175136.html>Yamasaki Tsuyoshi</a>,29,6,17.0,-0.4,-30.3,-0.5,,0.0,0.1,0.1,,,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
,<a href=https://npb.jp/bis/eng/players/31835133.html>Yanagita Yuki</a>,36,9,327.0,7.0,27.6,7.0,-0.2,,0.2,-1.3,,,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
,<a href=https://npb.jp/bis/eng/players/31835133.html>Yanagita Yuki</a>,36,DH,118.0,,,,,,,-1.4,,,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
,<a href=https://npb.jp/bis/eng/players/11515132.html>Ohshiro Koji</a>,32,4,34.0,1.0,37.9,0.9,,-0.2,0.3,0.1,,,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,<a href=https://npb.jp/bis/eng/players/11515132.html>Ohshiro Koji</a>,32,5,2.0,-0.1,-64.4,-0.1,,0.0,0.0,0.0,,,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,<a href=https://npb.jp/bis/eng/players/91695157.html>Hayashi Takuma</a>,24,4,86.0,-0.7,-10.5,-1.4,,0.5,0.3,0.2,,,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
,<a href=https://npb.jp/bis/eng/players/91695157.html>Hayashi Takuma</a>,24,5,7.0,-0.5,-91.9,-0.5,,0.0,0.0,0.0,,,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
,<a href=https://npb.jp/bis/eng/players/91695157.html>Hayashi Takuma</a>,24,6,206.1,-2.1,-13.1,-1.5,,0.5,-1.1,1.7,,,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
,<a href=https://npb.jp/bis/eng/players/01705138.html>Kozono Kaito</a>,25,5,1048.0,-14.2,-17.4,-13.3,,-0.8,-0.1,-4.0,,,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
,<a href=https://npb.jp/bis/eng/players/01705138.html>Kozono Kaito</a>,25,6,190.1,-2.3,-15.6,-0.7,,-0.8,-0.8,1.6,,,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
,<a href=https://npb.jp/bis/eng/players/01705138.html>Kozono Kaito</a>,25,DH,9.2,,,,,,,-0.1,,,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
,<a href=https://npb.jp/bis/eng/players/61565114.html>Kajitani Takayuki</a>,36,9,34.0,0.2,7.6,0.3,-0.2,,0.0,-0.1,,,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
,<a href=https://npb.jp/bis/eng/players/31835134.html>Hosokawa Seiya</a>,26,7,381.2,0.8,2.7,1.3,-0.8,,0.3,-3.6,,,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
,<a href=https://npb.jp/bis/eng/players/31835134.html>Hosokawa Seiya</a>,26,9,843.1,-7.9,-12.1,-3.1,-3.4,,-1.4,-3.3,,,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
,<a href=https://npb.jp/bis/eng/players/31835134.html>Hosokawa Seiya</a>,26,DH,16.0,,,,,,,-0.2,,,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
,<a href=https://npb.jp/bis/eng/players/81085138.html>Tongu Yuma</a>,28,3,475.0,-5.6,-15.2,-4.6,,-0.1,-0.9,-5.3,,,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,<a href=https://npb.jp/bis/eng/players/81085138.html>Tongu Yuma</a>,28,DH,148.0,,,,,,,-1.8,,,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,<a href=https://npb.jp/bis/eng/players/73975157.html>Neuse Sheldon</a>,30,7,298.1,2.7,11.6,5.5,-2.2,,-0.6,-2.8,,,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
,<a href=https://npb.jp/bis/eng/players/81785138.html>Satoh Ryusei</a>,28,3,56.1,-0.5,-11.4,-0.9,,0.2,0.2,-0.6,,,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
,<a href=https://npb.jp/bis/eng/players/81785138.html>Satoh Ryusei</a>,28,4,36.0,0.6,21.4,0.5,,0.0,0.2,0.1,,,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
,<a href=https://npb.jp/bis/eng/players/81785138.html>Satoh Ryusei</a>,28,5,499.1,1.0,2.6,-0.1,,0.0,1.1,-1.9,,,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
,<a href=https://npb.jp/bis/eng/players/81785138.html>Satoh Ryusei</a>,28,DH,168.2,,,,,,,-2.0,,,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
,<a href=https://npb.jp/bis/eng/players/31235130.html>Tanaka Takaya</a>,32,2,33.0,-0.2,-7.8,,0.0,,-0.2,0.5,-1.9,-0.1,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
,<a href=https://npb.jp/bis/eng/players/13315151.html>Urena Estamy</a>,26,3,6.0,0.0,0.0,0.0,,0.0,0.0,-0.1,,,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
,<a href=https://npb.jp/bis/eng/players/13315151.html>Urena Estamy</a>,26,5,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
,<a href=https://npb.jp/bis/eng/players/11015157.html>Taira Ryuya</a>,26,5,7.0,0.4,73.5,0.4,,-0.1,0.1,0.0,,,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
,<a href=https://npb.jp/bis/eng/players/11015157.html>Taira Ryuya</a>,26,7,33.0,1.5,58.5,1.0,0.4,,0.0,-0.3,,,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
,<a href=https://npb.jp/bis/eng/players/11015157.html>Taira Ryuya</a>,26,DH,4.0,,,,,,,0.0,,,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
,<a href=https://npb.jp/bis/eng/players/41045153.html>Sato Teruaki</a>,26,5,1045.0,-9.1,-11.2,-4.0,,0.2,-5.3,-4.0,,,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
,<a href=https://npb.jp/bis/eng/players/91195151.html>Ishikawa Takaya</a>,24,3,420.1,0.3,0.9,-0.8,,0.6,0.5,-4.7,,,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
,<a href=https://npb.jp/bis/eng/players/91195151.html>Ishikawa Takaya</a>,24,5,107.0,1.4,16.8,0.9,,-0.1,0.6,-0.4,,,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
,<a href=https://npb.jp/bis/eng/players/91195151.html>Ishikawa Takaya</a>,24,DH,6.0,,,,,,,-0.1,,,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
,<a href=https://npb.jp/bis/eng/players/51455137.html>Miyazaki Toshiro</a>,36,5,911.2,-6.0,-8.5,-6.5,,-0.2,0.7,-3.5,,,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
,<a href=https://npb.jp/bis/eng/players/51455137.html>Miyazaki Toshiro</a>,36,DH,8.0,,,,,,,-0.1,,,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
,<a href=https://npb.jp/bis/eng/players/51455130.html>Nakamura Shogo</a>,33,5,968.1,7.0,9.3,4.5,,-0.3,2.9,-3.7,,,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,<a href=https://npb.jp/bis/eng/players/11215134.html>Tanaka Kazuki</a>,30,7,127.1,1.6,16.2,0.7,0.8,,0.1,-1.2,,,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
,<a href=https://npb.jp/bis/eng/players/11215134.html>Tanaka Kazuki</a>,30,8,7.0,0.5,91.9,0.5,0.0,,0.0,0.0,,,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
,<a href=https://npb.jp/bis/eng/players/11215134.html>Tanaka Kazuki</a>,30,DH,5.0,,,,,,,-0.1,,,<a href=https://npb.jp/bis/eng/teams/index_e.html>Rakuten</a>,PL
,<a href=https://npb.jp/bis/eng/players/71775151.html>Onodera Dan</a>,27,3,4.0,0.4,128.7,0.4,,0.0,0.0,0.0,,,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
,<a href=https://npb.jp/bis/eng/players/71775151.html>Onodera Dan</a>,27,7,27.0,-0.3,-14.3,-0.6,0.2,,0.0,-0.3,,,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
,<a href=https://npb.jp/bis/eng/players/81185134.html>Itohara Kento</a>,32,3,15.1,0.6,50.5,0.6,,0.0,0.1,-0.2,,,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
,<a href=https://npb.jp/bis/eng/players/81185134.html>Itohara Kento</a>,32,5,79.0,-1.5,-24.4,-1.7,,0.2,0.0,-0.3,,,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
,<a href=https://npb.jp/bis/eng/players/81185134.html>Itohara Kento</a>,32,DH,27.2,,,,,,,-0.3,,,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
,<a href=https://npb.jp/bis/eng/players/81685139.html>Watanabe Ryo</a>,30,3,76.2,-0.3,-5.0,-0.5,,0.0,0.2,-0.9,,,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
,<a href=https://npb.jp/bis/eng/players/81685139.html>Watanabe Ryo</a>,30,4,4.0,-0.2,-64.4,0.6,,-0.1,-0.6,0.0,,,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
,<a href=https://npb.jp/bis/eng/players/81685139.html>Watanabe Ryo</a>,30,5,126.0,0.9,9.2,2.4,,0.2,-1.7,-0.5,,,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
,<a href=https://npb.jp/bis/eng/players/81585136.html>Kumagai Takahiro</a>,29,5,33.2,-1.7,-64.9,-1.8,,0.0,0.0,-0.1,,,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
,<a href=https://npb.jp/bis/eng/players/81585136.html>Kumagai Takahiro</a>,29,6,7.0,1.0,183.9,0.7,,0.1,0.1,0.1,,,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
,<a href=https://npb.jp/bis/eng/players/81585136.html>Kumagai Takahiro</a>,29,7,3.0,0.3,128.7,0.3,0.0,,0.0,0.0,,,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
,<a href=https://npb.jp/bis/eng/players/51755115.html>Kuriyama Takumi</a>,41,7,71.0,0.4,7.3,-1.0,1.3,,0.1,-0.7,,,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
,<a href=https://npb.jp/bis/eng/players/51755115.html>Kuriyama Takumi</a>,41,DH,189.2,,,,,,,-2.3,,,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
,<a href=https://npb.jp/bis/eng/players/31435155.html>Toyoda Hiroshi</a>,28,7,10.0,-1.9,-244.5,-0.8,-0.2,,-0.8,-0.1,,,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
,<a href=https://npb.jp/bis/eng/players/31435155.html>Toyoda Hiroshi</a>,28,9,14.0,-1.3,-119.5,-1.0,-0.3,,0.0,-0.1,,,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
,<a href=https://npb.jp/bis/eng/players/31435155.html>Toyoda Hiroshi</a>,28,DH,8.0,,,,,,,-0.1,,,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
,<a href=https://npb.jp/bis/eng/players/91095138.html>Chino Naoto</a>,26,3,10.0,0.2,25.7,0.2,,0.0,0.0,-0.1,,,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
,<a href=https://npb.jp/bis/eng/players/91095138.html>Chino Naoto</a>,26,4,12.0,-0.7,-75.1,-0.8,,0.1,0.0,0.0,,,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
,<a href=https://npb.jp/bis/eng/players/91095138.html>Chino Naoto</a>,26,5,16.2,-0.5,-38.5,-0.4,,-0.1,0.0,-0.1,,,<a href=https://npb.jp/bis/eng/teams/index_db.html>DeNA</a>,CL
,<a href=https://npb.jp/bis/eng/players/61265157.html>Nakamura Takahiro</a>,25,7,40.0,-1.2,-38.6,-1.1,-0.1,,0.0,-0.4,,,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
,<a href=https://npb.jp/bis/eng/players/61265157.html>Nakamura Takahiro</a>,25,9,7.0,0.3,55.2,0.3,0.0,,0.0,0.0,,,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
,<a href=https://npb.jp/bis/eng/players/41545130.html>Katoh Takuma</a>,33,2,407.0,0.6,1.9,,-0.1,,0.7,5.8,1.5,0.0,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
,<a href=https://npb.jp/bis/eng/players/91295153.html>Tysinger Brandon Taiga</a>,27,5,27.2,-0.3,-13.9,0.3,,0.0,-0.6,-0.1,,,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
,<a href=https://npb.jp/bis/eng/players/91295153.html>Tysinger Brandon Taiga</a>,27,DH,9.0,,,,,,,-0.1,,,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
,<a href=https://npb.jp/bis/eng/players/81585132.html>Kawagoe Seiji</a>,32,7,146.0,2.9,25.6,1.6,1.1,,0.1,-1.4,,,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
,<a href=https://npb.jp/bis/eng/players/91795134.html>Kohri Takuya</a>,27,3,3.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
,<a href=https://npb.jp/bis/eng/players/41645139.html>Wakatsuki Kenya</a>,29,2,762.0,6.9,11.7,,6.4,,0.5,10.9,3.2,2.2,<a href=https://npb.jp/bis/eng/teams/index_b.html>ORIX</a>,PL
,<a href=https://npb.jp/bis/eng/players/53555153.html>Wakabayashi Gakuto</a>,27,7,115.0,-1.4,-15.7,-1.5,0.1,,0.1,-1.1,,,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
,<a href=https://npb.jp/bis/eng/players/51655153.html>Nakayama Raito</a>,23,4,11.0,-0.3,-35.1,-0.3,,0.0,0.0,0.0,,,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
,<a href=https://npb.jp/bis/eng/players/51655153.html>Nakayama Raito</a>,23,5,33.1,1.2,46.4,0.7,,0.1,0.4,-0.1,,,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
,<a href=https://npb.jp/bis/eng/players/51655153.html>Nakayama Raito</a>,23,6,11.0,0.7,81.9,0.7,,-0.1,0.1,0.1,,,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
,<a href=https://npb.jp/bis/eng/players/51055155.html>Suekane Shota</a>,29,7,405.0,0.2,0.6,0.3,-0.5,,0.3,-3.8,,,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
,<a href=https://npb.jp/bis/eng/players/51055155.html>Suekane Shota</a>,29,9,225.0,0.3,1.7,-0.5,1.5,,-0.7,-0.9,,,<a href=https://npb.jp/bis/eng/teams/index_c.html>Hiroshima</a>,CL
,<a href=https://npb.jp/bis/eng/players/11515130.html>Okamoto Kazuma</a>,29,3,976.2,4.2,5.5,4.0,,0.9,-0.8,-10.9,,,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
,<a href=https://npb.jp/bis/eng/players/11515130.html>Okamoto Kazuma</a>,29,5,207.1,4.1,25.5,3.3,,0.2,0.6,-0.8,,,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
,<a href=https://npb.jp/bis/eng/players/11515130.html>Okamoto Kazuma</a>,29,7,98.0,-3.1,-40.7,-2.2,-0.9,,0.0,-0.9,,,<a href=https://npb.jp/bis/eng/teams/index_g.html>Yomiuri</a>,CL
,<a href=https://npb.jp/bis/eng/players/21325134.html>Ohyama Yusuke</a>,30,3,1158.2,-3.4,-3.8,-0.7,,0.0,-2.7,-12.9,,,<a href=https://npb.jp/bis/eng/teams/index_t.html>Hanshin</a>,CL
,<a href=https://npb.jp/bis/eng/players/61065116.html>Nakata Sho</a>,36,3,439.1,1.3,3.8,-0.2,,0.7,0.7,-4.9,,,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
,<a href=https://npb.jp/bis/eng/players/61065116.html>Nakata Sho</a>,36,DH,28.0,,,,,,,-0.3,,,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
,<a href=https://npb.jp/bis/eng/players/53555159.html>Aguilar Jesus</a>,35,3,217.1,1.6,9.5,1.7,,-0.3,0.2,-2.4,,,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
,<a href=https://npb.jp/bis/eng/players/53555159.html>Aguilar Jesus</a>,35,DH,48.2,,,,,,,-0.6,,,<a href=https://npb.jp/bis/eng/teams/index_l.html>Seibu</a>,PL
,<a href=https://npb.jp/bis/eng/players/21425139.html>Yamakawa Hotaka</a>,33,3,802.1,7.9,12.7,6.6,,0.1,1.2,-8.9,,,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
,<a href=https://npb.jp/bis/eng/players/21425139.html>Yamakawa Hotaka</a>,33,DH,394.2,,,,,,,-4.7,,,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
,<a href=https://npb.jp/bis/eng/players/33135134.html>Mimori Masaki</a>,26,3,5.0,-0.3,-77.2,-0.3,,0.0,0.0,-0.1,,,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
,<a href=https://npb.jp/bis/eng/players/33135134.html>Mimori Masaki</a>,26,4,160.0,1.4,11.3,2.9,,0.6,-2.1,0.4,,,<a href=https://npb.jp/bis/eng/teams/index_h.html>SoftBank</a>,PL
,<a href=https://npb.jp/bis/eng/players/61365132.html>Usami Shingo</a>,32,2,322.1,-0.2,-0.8,,-0.3,,0.2,4.6,-1.5,-0.5,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
,<a href=https://npb.jp/bis/eng/players/61365132.html>Usami Shingo</a>,32,3,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,<a href=https://npb.jp/bis/eng/teams/index_d.html>Chunichi</a>,CL
,<a href=https://npb.jp/bis/eng/players/41245133.html>Nishida Akihisa</a>,33,2,33.0,-0.3,-11.7,,-0.4,,0.0,0.5,-0.3,0.2,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
,<a href=https://npb.jp/bis/eng/players/41245133.html>Nishida Akihisa</a>,33,3,4.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,<a href=https://npb.jp/bis/eng/teams/index_s.html>Yakult</a>,CL
,<a href=https://npb.jp/bis/eng/players/81885136.html>Yasuda Hisanori</a>,26,3,193.1,-2.0,-13.3,-1.7,,-0.2,-0.1,-2.2,,,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
,<a href=https://npb.jp/bis/eng/players/81885136.html>Yasuda Hisanori</a>,26,5,215.0,3.6,21.5,1.5,,0.5,1.6,-0.8,,,<a href=https://npb.jp/bis/eng/teams/index_m.html>Lotte</a>,PL
